section,centrality,in_degree
Domain Analysis,0.0,0
Domain Analysis: Integrating Non-Science Ways of Knowing with Active Inference,0.011494252873563218,1
Introduction,0.0227211975407645,1
Domain Expert Profile,0.03368083400160385,1
Typical Educational Background,0.04437316225608126,1
Core Knowledge Areas and Expertise,0.05479818230419674,1
Common Methodologies and Frameworks Used,0.06495589414595028,1
Technical Vocabulary and Concepts,0.07484629778134189,1
Professional Goals and Challenges,0.08446939321037156,1
Industry Context and Trends,0.09382518043303929,1
Learning Preferences and Approaches,0.1029136594493451,1
Key Domain Concepts,0.11173483025928896,1
Fundamental Principles and Theories,0.12028869286287089,1
Important Methodologies and Techniques,0.1285752472600909,1
Standard Tools and Technologies,0.13659449345094893,1
Common Applications and Use Cases,0.14434643143544507,1
Industry Best Practices,0.15183106121357925,1
Current Challenges and Opportunities,0.1590483827853515,1
Conceptual Bridges to Active Inference,0.16599839615076184,1
Parallel Concepts Between Domain and Active Inference,0.1726811013098102,1
Natural Analogies and Metaphors,0.17909649826249666,1
Shared Mathematical or Theoretical Foundations,0.18524458700882118,1
Potential Applications of Active Inference,0.19112536754878373,1
Integration Opportunities,0.1967388398823844,1
Learning Considerations,0.2020850040096231,1
Existing Knowledge That Can Be Leveraged,0.20716385993049985,1
Potential Conceptual Barriers,0.2119754076450147,1
Required Prerequisites,0.2165196471531676,1
Optimal Learning Sequence,0.22079657845495856,1
Practical Application Opportunities,0.2248062015503876,1
Assessment Approaches,0.22854851643945467,1
Support Needs,0.23202352312215985,1
Effective Active Inference Curriculum,0.23523122159850307,1
Curriculum Structure,0.23817161186848435,1
Learning Sequence,0.24084469393210373,1
Core FEP/Active Inference Content,0.24325046778936113,1
Free Energy Principle & Active Inference,0.2453889334402566,1
Definition,0.2925688318631382,5
Example Applications,0.29323710237904305,1
Mathematical Formalization,0.011627906976744186,1
Active Inference,0.012296177492649024,1
Generative Model,0.012964448008553862,1
Definition,0.2925688318631382,5
Example Applications,0.29323710237904305,1
Model Evidence,0.005880780539962577,1
Variational Free Energy,0.006549051055867415,1
Definition,0.2925688318631382,5
Example Applications,0.29323710237904305,1
Predictive Coding,6.682705159048383e-05,1
Definition,0.2925688318631382,5
Example Applications,0.29323710237904305,1
Partially Observable Markov Decision Processes (POMDPs),6.682705159048383e-05,1
Definition,0.2925688318631382,5
Example Applications,0.29323710237904305,1
Connecting Ideas Across Different Domains,0.252071638599305,1
Holistic Approaches and Active Inference,0.2512697139802192,1
Holistic Worldviews,0.25020048115477145,1
Subjective Experience,0.24886394012296176,1
Practical Applications,0.24726009088479017,1
Holistic Health Clinics,0.2717187917669072,2
Environmental Conservation,0.3271852445870088,2
Conflict Resolution,0.16786955359529537,1
Learning Pathways,0.19941192194600374,2
Foundational Courses,0.10812616947340284,1
Integration Courses,0.10237904303662122,1
Practical Application Courses,0.0966319165998396,1
Curriculum Content,0.090884790163058,1
Comprehensive Expansion of Active Inference and Free Energy Principle,0.0851376637262764,1
Introduction to Active Inference and Free Energy Principle,0.07939053728949479,1
Definition of Free Energy Principle,0.07364341085271317,1
Core Concepts of Active Inference,0.06789628441593157,1
Practical Applications of Active Inference,0.06214915797914996,1
Holistic Health Practices,0.05640203154236835,1
Environmental Conservation,0.3271852445870088,2
Conflict Resolution Initiatives,0.14300989040363538,1
Technical Framework,0.05399625768511093,1
Mathematical Formalization Using Domain Notation,0.04824913124832932,1
Advanced Topics,0.042502004811547714,1
Cutting-Edge Research Relevant to Domain,0.036754878374766105,1
Future Opportunities,0.031007751937984496,1
Practical Implementation Examples,0.025260625501202887,1
Holistic Health Clinics,0.2717187917669072,2
Environmental Conservation,0.3271852445870088,2
Conflict Resolution Initiatives,0.14300989040363538,1
Evaluation Methods,0.0727078321304464,1
Metrics for Evaluation,0.0669607056936648,1
Advanced Research Directions,0.061213579256883185,1
Generative Models Adaptation,0.055466452820101576,1
Implications for Mental Health,0.04971932638331997,1
Variational Free Energy Framework,0.04397219994653836,1
Unified Frameworks,0.03822507350975675,1
Connection to Existing Theories,0.03247794707297514,1
Learning Pathways,0.19941192194600374,2
Core Concepts,0.07484629778134189,1
Assessment Methods,0.06495589414595028,1
Reflective Journaling,0.05479818230419674,1
Case Studies,0.04437316225608126,1
Peer Review,0.03368083400160385,1
Conclusion,0.0227211975407645,1
Further Reading and Exploration Paths,0.011494252873563218,1
References,0.0,1
