section,centrality,in_degree
Domain Analysis,0.0,0
Domain Analysis: Integrating Quantum Computing and Active Inference,0.006369426751592357,1
Introduction,0.012657194185856606,1
Fundamental Principles and Theories,0.27662093744896293,2
Quantum Mechanics,0.27666176710762697,1
Active Inference,0.4028254123795525,3
Core Knowledge Areas and Expertise,0.006206108116936142,1
Quantum Computing,0.006246937775600196,1
Active Inference,0.4028254123795525,3
Common Methodologies and Frameworks Used,0.009717458762044748,1
Hybrid Quantum-Classical Systems,0.009758288420708803,1
Quantum Machine Learning,0.28646088518699986,2
Quantum Simulation,0.636452719255267,2
Technical Vocabulary and Concepts,0.21117099461048505,1
Qubits,0.2112118242691491,1
Quantum Superposition,0.21125265392781317,1
Entanglement,0.2112934835864772,1
Decoherence,0.21133431324514126,1
Quantum Gates,0.21137514290380532,1
Professional Goals and Challenges,0.21141597256246938,1
Achieving Quantum Supremacy,0.21145680222113342,1
Scaling Up Quantum Systems,0.21149763187979748,1
Developing Practical Applications,0.21153846153846154,1
Industry Context and Trends,0.2115792911971256,1
Investment in Quantum Technology,0.21162012085578963,1
Research in Quantum Computing,0.2116609505144537,1
Collaboration Across Industries,0.21170178017311775,1
Learning Preferences and Approaches,0.2117426098317818,1
Hands-on Experience,0.21178343949044587,1
Collaborative Environment,0.442103544014372,2
Continuous Learning,0.2575534868528499,1
Key Domain Concepts,0.25759431651151393,1
Fundamental Principles and Theories,0.27662093744896293,2
Quantum Mechanics,0.27666176710762697,1
Active Inference,0.4028254123795525,3
Important Methodologies and Techniques,0.3436224073166748,1
Quantum Algorithms,0.3436632369753389,1
Quantum Simulation,0.636452719255267,2
Quantum Error Correction,0.22166421688714683,2
Standard Tools and Technologies,0.1965539768087539,1
"Qiskit, Q#, Q|SI>, Silq, QML, LIQUi|>, Python",0.19659480646741792,1
Dilution Refrigerators,0.19663563612608198,1
Ion Trap Qubits,0.19667646578474604,1
Common Applications and Use Cases,0.1967172954434101,1
Cryptography,0.19675812510207413,1
Materials Science,0.1967989547607382,1
