word,centrality,community
domain,0.08704686264968305,Community 1
analysis,0.007020005346328255,Community 5
intelligent,0.2080735698079411,Community 1
soft,0.30840928003635787,Community 1
matter,0.19809027254059047,Community 1
active,0.27052916195800863,Community 1
inference,0.28114944955623344,Community 1
rapidly,0.020877100232397965,Community 1
evolve,0.01400760392380664,Community 1
field,0.049839737458629706,Community 1
advanced,0.019561128601713315,Community 8
material,0.23683303799062086,Community 2
science,0.02243734777964106,Community 2
nanotechnology,0.004938579338449625,Community 2
biomimetic,0.006567797496842793,Community 2
smart,0.032956056726605454,Community 2
create,0.025750059655573504,Community 2
adaptive,0.086240410238289,Community 1
responsive,0.09215297480964099,Community 4
system,0.22490794293105756,Community 1
require,0.009985276548771635,Community 5
deep,0.007474637400238119,Community 1
understanding,0.09318795755128459,Community 1
type,0.0320079580602808,Community 1
include,0.01899896790398449,Community 14
polymer,0.0015359230003368926,Community 14
gel,0.0001350698221243187,Community 14
colloid,0.00013600372932466755,Community 14
liquid,2.261755343050056e-05,Community 14
crystal,1.2645373448883137e-05,Community 14
integration,0.08302305945666959,Community 1
ai,0.07811003384677082,Community 1
principle,0.09428079931306625,Community 2
enhance,0.16541170544545797,Community 1
autonomy,0.036525849061181406,Community 1
reliability,0.06794940096122622,Community 4
enable,0.02343368926187595,Community 3
informed,0.02936310469304584,Community 3
decision,0.039734606479815845,Community 3
base,0.08031555748400616,Community 3
real,0.110277952216748,Community 1
time,0.10374871161394784,Community 1
datum,0.0733401918620389,Community 1
core,0.001533854075499211,Community 2
knowledge,0.019244102857584156,Community 2
application,0.05084962209673966,Community 11
potential,0.013649871779928284,Community 1
expert,0.031045467447697248,Community 1
engineering,0.021940748763409505,Community 2
chemistry,0.016006306980558514,Community 2
interdisciplinary,0.002487494368671283,Community 12
research,0.00020213825604994254,Community 12
multiple,0.006446544937994309,Community 1
property,0.1664432316712853,Community 7
inspire,0.019013142323888507,Community 12
nature,0.0017137270508845591,Community 12
mimic,0.0029418042840115826,Community 4
biological,0.03690788810937188,Community 4
stimulus,0.04922529522002827,Community 4
change,0.048398695483953265,Community 4
response,0.05557270254774962,Community 4
external,0.018695147618970127,Community 7
trigger,0.0014901437721462523,Community 7
robotic,0.07473826009334336,Community 1
experimental,0.0004914303784888281,Community 8
techniques,3.917183274002672e-05,Community 8
tool,0.0005830946083383896,Community 8
like,0.0070242060443422094,Community 8
microscope,3.466466878463058e-06,Community 5
spectroscope,4.319017902566924e-05,Community 5
computer,0.0005382827519566022,Community 5
simulation,0.005425772561954291,Community 5
study,0.023304032961369146,Community 11
behavior,0.23520592801333207,Community 4
theoretical,0.03686345977095129,Community 9
modeling,0.029204027728974312,Community 9
mathematical,0.028371118198048523,Community 3
model,0.1369495927161198,Community 3
predict,0.13038108809962498,Community 3
understand,0.05465374378746855,Community 2
complex,0.07433726508504448,Community 2
self,0.019733689269464616,Community 10
assembly,0.0015967169090190328,Community 10
designing,0.00013995750681408892,Community 10
building,0.00015917355003449714,Community 10
block,0.00012535977865957656,Community 10
arrange,0.00013490640659848013,Community 10
structure,0.0012786292308148291,Community 10
human,0.0001293004200553435,Community 10
intervention,0.00020859087594946613,Community 10
collaboration,0.024066275832803716,Community 12
mathematician,0.0019885847956750617,Community 8
computational,0.00029126380567121317,Community 8
chemist,0.0005908418066838882,Community 8
scientist,0.004641430099971612,Community 8
develop,0.05715197075698896,Community 2
new,0.02343170478150199,Community 2
stimuli,0.02109876611443109,Community 4
swarm,0.0007788004034345757,Community 3
intelligence,0.0003165324977028679,Community 3
