word,centrality,community
domain,0.09837116318485961,Community 1
analysis,0.015495599309047502,Community 9
integrate,0.09854427117278361,Community 1
active,0.2515877440998921,Community 1
inference,0.2606006551824205,Community 1
negotiation,0.44173256599190963,Community 1
strategy,0.16414743965899603,Community 1
introduction,0.035075249448012775,Community 1
complex,0.1142395298273654,Community 2
process,0.0446061074494906,Community 4
understand,0.05414342071969964,Community 1
approach,0.035075249448012775,Community 1
develop,0.14103732585317333,Community 1
effective,0.012557580603997791,Community 12
communication,0.017109394018303144,Community 12
technique,0.025544528156264155,Community 1
recognize,1.4074009776248426e-20,Community 18
managing,1.9903655502542052e-20,Community 18
emotion,1.4074009776248426e-20,Community 18
adhere,0.005506225392219559,Community 6
professional,0.042266487431437794,Community 6
code,0.010553350872773381,Community 6
conduct,0.004194108938379355,Community 6
free,0.032643894577088266,Community 10
energy,0.005703887747029244,Community 10
principle,0.03919010861276215,Community 10
decision,0.06468890772188313,Community 4
making,0.02289307641246813,Community 4
enhance,0.0904751679273909,Community 1
predictive,0.10355841030954478,Community 1
accuracy,0.04705784154926837,Community 1
optimize,0.05278542618987546,Community 1
improve,0.01858387498733713,Community 1
ethical,0.0698957644398969,Community 1
1,0.14955263848609462,Community 1
include,0.07468134354688065,Community 1
principled,0.04100521419166018,Community 1
integrative,0.035075249448012775,Community 1
distributive,0.035075249448012775,Community 1
2,0.1760003756795058,Community 4
cultural,0.09293855763428166,Community 1
awareness,0.05004098185575902,Community 1
difference,0.051687674273262346,Community 1
impact,0.050577391725397484,Community 1
style,0.05060676784427998,Community 1
outcome,0.1450245330936134,Community 3
considerations,0.016524644200131288,Community 1
negotiations[2,1.4074009776248426e-20,Community 20
common,1.9903655502542052e-20,Community 20
frameworks,0.011875006034732415,Community 1
identify,0.07714449844617714,Community 3
leverage,0.008001497347861606,Community 4
alternative,0.0007323842445929437,Community 4
strengthen,0.001222101589933403,Community 4
position,0.014658339439087944,Community 4
listening,0.020113733127266796,Community 3
engage,0.001721703311894715,Community 3
fully,0.001569278614503282,Community 3
party,0.01804154311864198,Community 3
perspective,0.004299155365451388,Community 1
focus,0.05955760594492492,Community 8
interest,0.007379510953017882,Community 4
seek,3.911381004733446e-05,Community 3
expand,0.0004926014613316514,Community 3
pie,0.006164679162239787,Community 3
additional,0.006164679162239787,Community 3
value,0.0004926014613316514,Community 3
create,3.911381004733446e-05,Community 3
win,0.027809628426972516,Community 11
lose,0.0022081748213070287,Community 11
3,0.11821723136866895,Community 1
challenges,0.011875006034732415,Community 1
achieving,0.0022081748213070287,Community 11
outcomes,0.0022081748213070287,Community 11
ensure,0.04943530308719516,Community 1
fairness,0.011941780449869658,Community 1
context,0.050545541896178416,Community 1
trends,0.011875006034732415,Community 1
technological,0.013975340040242276,Community 4
digital,0.003064191523234711,Community 16
tool,0.03859025467475305,Community 16
remote,0.003064191523234711,Community 16
practical,0.08481013128129047,Community 9
experience,0.006734244958389857,Community 9
role,0.004791927046931544,Community 5
playing,0.00038049365032742703,Community 5
real,0.04585669410291466,Community 5
life,0.0036412258017761686,Community 5
scenario,0.07101127583618269,Community 1
practice,0.014148546889695796,Community 1
workshop,0.006056155857035784,Community 8
training,0.07205591073251749,Community 8
online,1.4912309703852094e-22,Community 21
course,1.4912309703852094e-22,Community 21
analyze,0.04211679923751266,Community 5
past,0.04211679923751266,Community 5
development,0.07726852782691702,Community 4
tools,0.011875006034732415,Community 1
software,0.03813944097124748,Community 16
datum,0.08867770622875475,Community 5
use,0.09780272196549517,Community 5
case,0.019765659236469085,Community 5
business,0.043223819367463716,Community 1
negotiations,0.032169979725985696,Community 5
salary,0.05531819164566149,Community 3
contract,0.052827002688627424,Community 5
vendor,0.035075249448012775,Community 1
personal,0.01652980548446394,Community 5
household,0.0025772107697888715,Community 5
responsibility,0.0002864439887979644,Community 5
screen,0.0010301443237257487,Community 5
time,0.012686763362606508,Community 5
limit,0.0010737738167681337,Community 5
assignment,0.000835905721314201,Community 5
deadline,0.009453378455625659,Community 5
conflict,0.009446947798810749,Community 14
resolution,0.0007549214948149964,Community 14
mediation,6.032693802620702e-05,Community 14
arbitration,4.820613235386052e-06,Community 14
peace,3.8277623152556703e-07,Community 14
best,0.000948892406498701,Community 1
practices,0.011950349995631182,Community 1
transparency,0.011950889544352757,Community 12
honesty,0.0009556877845329152,Community 12
build,8.504339815989598e-05,Community 12
trust,0.00011535708282144995,Community 12
open,0.001367730143523598,Community 12
respect,0.014068324476833323,Community 4
interests,0.0011710097581786583,Community 4
prioritize,0.0006789426605069057,Community 4
involve,0.004633853659317056,Community 1
reach,0.0022081748213070287,Community 11
outcomes[2,0.0022081748213070287,Community 11
global,0.035075249448012775,Community 1
modeling,0.06516031678323819,Community 1
virtual,0.00045721697918597436,Community 8
reality,0.00575795734281543,Community 8
skill,0.05027260374335139,Community 1
immersive,0.0040171337042797135,Community 1
simulation,0.00031897033338737214,Community 1
environmental,0.008483831698240523,Community 1
social,0.00830080105686931,Community 1
consideration,0.09605610912524376,Community 1
concepts,0.03230258479708868,Community 1
contextual,0.04201889894715423,Community 3
understanding,0.07026089678420923,Community 1
require,0.021269830243901767,Community 1
deep,0.007267863120050265,Community 1
informed,0.022183923498183062,Community 1
probabilistic,0.11552920365039805,Community 3
reasoning,0.06309033370336221,Community 3
negotiator,0.0348903627649576,Community 3
need,0.002856592478314694,Community 6
reason,0.00023414635994098648,Community 6
probabilistically,9.224138279683892e-05,Community 6
likelihood,0.0009275442849978025,Community 6
different,0.01158916633605996,Community 6
similar,0.03639191807500546,Community 3
model,0.3142233151109547,Community 2
uncertainty,0.04029602469520018,Community 8
dynamic,0.013994351749473473,Community 3
adaptation,0.023133907741614463,Community 3
adapt,0.12065857027591065,Community 3
change,0.01495291060808553,Community 3
circumstance,0.03276493685619334,Community 3
like,0.025436499067762287,Community 3
new,0.01570498267079758,Community 3
analogies,0.011875006034732415,Community 1
bayesian,0.052825577518919795,Community 3
update,0.032361315062409385,Community 3
belief,0.008556537348547883,Community 3
base,0.05969342569667893,Community 3
information,0.008876580994117348,Community 3
theoretical,0.012587731741338828,Community 9
foundations,0.0009995012559541857,Community 9
game,0.023135237777404186,Community 1
theory,0.065137622612926,Community 1
draw,0.022529740802310606,Community 1
strategic,0.010066126423619913,Community 4
make,0.008678394886146136,Community 4
share,0.03570823844322818,Community 4
similarity,0.007971876425820063,Community 4
maximize,0.008688737828125279,Community 8
utility,0.008618848652020885,Community 8
potential,0.04997401642847324,Community 9
applications,0.03248885802312398,Community 9
predict,0.1484717599804676,Community 3
historical,0.021001208094832118,Community 5
factor,0.015968177555357923,Community 3
risk,0.13364162191980009,Community 2
assessment,0.05774476641105845,Community 5
apply,0.013758835460364003,Community 5
assess,0.0791137364805534,Community 2
optimization,0.053006891276673615,Community 1
optimal,0.06696700042011015,Community 1
integration,0.04666325357234923,Community 4
data,0.07176958564064596,Community 1
drive,0.05323640630147255,Community 1
analytic,0.02567574088444606,Community 1
tactic,0.035297796119835766,Community 1
dynamically,0.0028027622683276993,Community 1
incorporate,0.020131413978541953,Community 4
framework,0.06064155313089867,Community 1
knowledge,0.011875006034732415,Community 1
conceptual,0.0039682759765568105,Community 9
complexity,0.019977025347374045,Community 1
mathematical,0.020824033913898983,Community 1
programming,0.0001613939339398103,Community 3
language,0.0020325758058447533,Community 3
python,0.0179881718799587,Community 2
r,0.04460866310530472,Community 2
implement,0.023519373607307718,Community 2
foundational,0.038675789424626184,Community 1
start,0.009166862148743982,Community 1
concept,0.0444686130965277,Community 1
application,0.09210960556145506,Community 1
insight,0.05840720364060468,Community 1
address,0.014489227398646559,Community 1
inference[1][4,0.019977025347374045,Community 1
study,0.0015694683115335963,Community 5
international,0.009445934722306887,Community 5
trade,0.007901000045700596,Community 5
agreement,0.0013774621695727591,Community 5
help,0.06325665771462272,Community 3
future,0.02330488805656871,Community 3
play,0.0010657740374369967,Community 5
exercise,0.008630104416780414,Community 5
machine,0.03303817297053664,Community 15
learn,0.004234142254990754,Community 15
algorithm,0.02028427228811021,Community 15
pattern,0.006125565352192453,Community 3
approaches,0.004585334394730875,Community 5
foundation,0.02771077156171809,Community 9
quiz,0.02069274062308364,Community 1
updating,0.004194545582563057,Community 3
evaluate,0.03640450989399269,Community 2
project,0.008098302952931154,Community 9
world,0.0036412258017761686,Community 5
reflective,1.4912309703852094e-22,Community 22
essay,1.4912309703852094e-22,Community 22
provide,0.004687279907529749,Community 6
support,0.0002268222343519761,Community 6
mentorship,0.0006242569915958715,Community 6
program,0.0003180556900342585,Community 6
experienced,0.0033813561282687475,Community 6
guide,0.003673471687209658,Community 6
participant,0.003996929150865378,Community 6
offer,0.004212701132983908,Community 8
session,0.010450732846104593,Community 8
resource,0.00020964850928063648,Community 15
learning,0.0026401240587697735,Community 15
relationship,0.009173501065633126,Community 3
power,0.01155665964382702,Community 1
likely,0.040255842877892675,Community 3
accordingly,0.021096348388841977,Community 3
integrity,0.04031675390572808,Community 1
minimize,0.0032752712607006483,Community 8
surprise,0.0009500227399234011,Community 8
implementation,0.013161252437128946,Community 9
example,0.08093663510461041,Community 2
step,0.06528289936285259,Community 17
collection,0.005698715537072016,Community 1
train,0.03874695088792597,Community 2
4,0.030135540538879547,Community 17
evaluation,0.027842476331677062,Community 2
performance,0.03157919114059829,Community 2
5,0.018217797162991073,Community 17
`,0.0544376879160037,Community 2
import,0.012691081925622308,Community 2
panda,0.0025885301445725015,Community 2
pd,0.0019170506868268346,Community 2
sklearn.model_selection,0.026212788830535128,Community 2
train_test_split,0.0031895116437434495,Community 2
sklearn.linear_model,0.0012611163177884065,Community 2
load,0.008861400120054336,Community 5
=,0.07363044519949678,Community 2
x_train,0.009555447262516717,Community 2
x_t,0.0030948271004271645,Community 2
y_train,0.016729447335935992,Community 2
y_t,0.012679936249838987,Community 2
regression,0.02802863168155037,Community 2
model.fit(x_train,0.007830895357171788,Community 2
accuracy:.2f,0.004322940816178523,Community 2
imbalance,0.0009176283471641692,Community 1
level,0.015795821427794933,Community 17
numpy,0.0025323001462852443,Community 2
np,0.0012089313130780083,Community 2
calculate,0.010611953401662112,Community 2
calculate_risk(cultural_difference,1.4912309703852094e-22,Community 23
power_imbalance,1.4912309703852094e-22,Community 23
risk_level,0.0058478934472622895,Community 2
risk_level:.2f,0.004322940816178523,Community 2
conclusion,0.004322940816178523,Community 2
powerful,0.0003345045890203503,Community 8
neural,0.020824033913898983,Community 1
computation,0.001653503925350053,Community 1
formalization,0.001653503925350053,Community 1
achieve,0.0022081748213070287,Community 11
behavior,0.011013402531653775,Community 3
relevant,0.055111538745286424,Community 1
variational,0.0025920643571449293,Community 10
f,0.0058478934472622895,Community 2
d_{kl}(q(z|x,2.197507025006466e-05,Community 4
||,0.00027671822268048117,Community 4
p(z,0.003462675953000174,Community 4
e_{q(z|x)}[\log,1.4912309703852094e-22,Community 24
p(x|z,1.4912309703852094e-22,Community 24
source,0.04332898052350697,Community 4
wikipedia][5,0.003111823389884315,Community 10
prediction,0.007850058135501815,Community 2
error,0.0006275121220699327,Community 2
minimization,4.98530583450621e-05,Community 2
range,0.009132371568092905,Community 3
job,0.004770169953080208,Community 3
title,0.0003811878684375052,Community 3
industry,3.0459575824759986e-05,Community 3
location,2.4185644438565946e-06,Community 3
probability,0.014325584545347663,Community 3
deal,0.011832433387017297,Community 1
generative,0.06794577618019998,Community 4
models,0.011187329806105003,Community 4
define,0.03935601538543691,Community 2
visual,0.006427007478739089,Community 2
definition,0.030347084928705463,Community 4
evidence,0.02495167251274672,Community 2
def,0.0032935212928252365,Community 7
generative_model(x,0.004322940816178523,Community 2
library(keras,0.031304088626229326,Community 2
<,0.03538647209786903,Community 2
keras_model_sequential,0.03325246340858812,Community 2
>,0.052517785098997745,Community 2
layer_dense(units,0.016617778755171113,Community 2
64,0.008097733224328083,Community 2
activation,0.011707036776926706,Community 2
relu,0.013577142681592684,Community 2
input_shape,0.00787665811679048,Community 2
c(784,0.011964284607036309,Community 2
32,0.008097733224328083,Community 2
784,0.008097733224328083,Community 2
sigmoid,0.03590025976764394,Community 2
compile,0.03609846804550478,Community 2
loss,0.014203139490688684,Community 2
binary_crossentropy,0.007590614712235577,Community 2
optimizer,0.0077373311716517615,Community 2
optimizer_adam,0.007197614247753084,Community 2
metric,0.009255142536648919,Community 2
c('accuracy,0.03570546758102229,Community 2
fit,0.031210173844591158,Community 2
epoch,0.008527288861665875,Community 2
10,0.0074487467849766046,Community 2
