word,centrality,community
domain,0.07120172247183901,Community 6
analysis,0.0055311755060239625,Community 6
integrate,0.13128417921918545,Community 1
active,0.3733010624292277,Community 1
inference,0.3842006656932626,Community 1
textile,0.23274966238283326,Community 1
production,0.22546939213882103,Community 1
industry,0.10147128926795428,Community 5
professional,0.0259631639037612,Community 5
area,0.018080618107374786,Community 1
fiber,0.004802880899244767,Community 10
yarn,0.019579725930022177,Community 10
fabric,0.2472367674979019,Community 1
quality,0.16590367640464324,Community 1
spinning,0.0001914697927880314,Community 17
weaving,0.0024647792919708957,Community 17
process,0.031537290261329565,Community 1
design,0.22219418474628141,Community 1
knowledge,0.02718638348262608,Community 1
pattern,0.07676433649180886,Community 1
color,0.004456084765452898,Community 4
management,0.000346163415322263,Community 4
material,0.020779237123530848,Community 1
science,0.0018799284589315448,Community 6
property,0.023619132566988957,Community 10
control,0.0858182437089913,Community 1
testing,0.003148394172816411,Community 8
ensure,0.040528265314278736,Community 8
sustainability,0.03229446263393716,Community 1
eco,0.00022916009688984145,Community 3
friendly,2.8250884487090796e-05,Community 3
practice,0.00013230154174873962,Community 3
sustainable,0.001674845350992255,Community 3
frameworks,0.017260862384654803,Community 1
thinking,0.017260862384654803,Community 1
technique,0.06753132846861118,Community 1
lean,6.886445164584276e-22,Community 18
manufacturing,6.886445164584276e-22,Community 18
efficiency,0.019733907936062466,Community 1
waste,0.008523142235110007,Community 1
properties,0.01920661348143326,Community 1
finishing,0.01920661348143326,Community 1
mercerization,6.886445164584276e-22,Community 19
calendering,6.886445164584276e-22,Community 19
digital,1.3705577525949586e-05,Community 3
printing,0.00017643517699386454,Community 3
advanced,0.002243766678746232,Community 3
update,0.08522432155926471,Community 2
late,0.006671325267675794,Community 3
meet,0.005232940738483917,Community 3
consumer,0.03214552350385517,Community 3
demand,0.002921564790509342,Community 3
product,2.1947147823155405e-06,Community 3
preference,0.020652959186917286,Community 3
trend,0.02797585142447143,Community 3
technological,0.004272032907533165,Community 3
integration,0.0549930761335846,Community 3
3d,1.3788776717785198e-05,Community 3
knitting,1.0710973236344636e-06,Community 3
smart,0.018190387071010148,Community 21
practical,0.07032777736020498,Community 6
stay,0.03668828544600798,Community 20
resource,0.016458717981651882,Community 8
learning,0.08003776613175417,Community 8
continuous,0.006217563365147343,Community 8
understanding,0.08211830465360623,Community 1
e.g.,0.0018348569429879598,Community 10
theory,0.05701590744108477,Community 4
enhance,0.093574254627114,Community 1
tools,0.017260862384654803,Community 1
cad,0.0016178132544554583,Community 1
software,0.020825618538271442,Community 1
tool,0.017260862384654803,Community 1
machine,0.08596936653276196,Community 1
use,0.12025069762633567,Community 1
case,0.022986598889301716,Community 6
aerospace,0.007882545796386416,Community 5
best,0.007882545796386416,Community 5
reduce,0.02993954554995249,Community 1
competitive,0.002850103817614244,Community 20
rapidly,5.384214306212252e-20,Community 15
change,7.614428894568612e-20,Community 15
market,5.384214306212252e-20,Community 15
textiles,0.0014130679136901679,Community 21
electronic,3.192894492738512e-19,Community 13
component,5.166211811743266e-19,Community 13
functional,5.166211811743266e-19,Community 13
purpose,3.192894492738512e-19,Community 13
garment,0.01751520605429798,Community 1
development,0.0006484075674927653,Community 3
concepts,0.03537710265372865,Community 6
recognition,0.04954526807871504,Community 1
involve,0.12714195892554783,Community 1
recognize,0.050491875062781535,Community 1
create,0.06186475634553298,Community 1
infer,0.004963721591029954,Community 9
meaningful,0.0020318027638260333,Community 9
information,0.02119155919272152,Community 9
data,0.028707437223757633,Community 3
datum,0.020108913981063414,Community 10
point,0.013968580222875678,Community 10
dyeing,0.00465787500017144,Community 10
similar,0.031449093812812697,Community 1
multiple,0.04310675409818258,Community 9
source,0.01822980960878819,Community 9
predictive,0.18072096471115806,Community 1
modeling,0.06544507049508921,Community 1
understand,0.041197097733512995,Community 5
behavior,0.028718054500457984,Community 5
different,0.025748380198123668,Community 5
condition,0.0554849386152809,Community 2
analogous,0.018349631188472347,Community 2
model,0.07477193172711451,Community 2
mathematical,0.03861776833513979,Community 4
foundations,0.00299993049302492,Community 4
probability,0.023035442130828757,Community 2
predict,0.15234630851104086,Community 1
outcome,0.05971074490950758,Community 1
probabilistic,0.023099264280810702,Community 2
algorithms,0.006217563365147343,Community 8
potential,0.03254810849454987,Community 6
applications,0.0425220155936791,Community 6
maintenance,0.12259690411891727,Community 1
degradation,0.042035909690499786,Community 1
failure,0.05555875420077324,Community 1
apply,0.10573433463454483,Community 1
algorithm,0.10935654726849792,Community 1
detect,0.09517621200647824,Community 1
anomaly,0.06933402046801448,Community 1
automated,0.04577743197686152,Community 3
generate,0.08955726946873983,Community 11
base,0.07637754581176524,Community 2
optimize,0.12660702254965314,Community 1
planning,0.068184512486156,Community 1
schedule,0.02862901869040976,Community 1
allocation,0.0012785512973913762,Community 8
value,6.886445164584276e-22,Community 22
proposition,6.886445164584276e-22,Community 22
accuracy,0.026062957099403677,Community 1
help,0.029845927147704683,Community 1
appealing,0.008696499463343114,Community 3
improve,0.039264719601955426,Community 1
exist,0.040453019145021446,Community 1
leverage,0.002654769994112226,Community 6
learn,0.04417279920232945,Community 1
drive,0.00862695494030313,Community 3
approach,0.014814515173885328,Community 3
underpinning,0.031999118697243055,Community 4
programming,7.500247815797182e-06,Community 7
language,9.655166354444693e-05,Community 7
like,0.00123540834297883,Community 7
python,0.01580672731816172,Community 7
r,0.005834369578479685,Community 7
implement,0.059298342407871615,Community 7
introduction,0.06148481654613288,Community 1
foundational,0.03377425511072386,Community 1
concept,0.061468790691761366,Community 1
include,0.037767782255836005,Community 6
application,0.10197737199083418,Community 6
2,0.049741759774889246,Community 3
real,0.0024201844940633264,Community 2
world,0.024917935668764137,Community 2
problem,0.018080618107374786,Community 1
studies,0.0017856877706595696,Community 6
example,0.07961293743046485,Community 1
projects,2.3966414053966464e-05,Community 8
encourage,0.00030851302975332253,Community 8
participant,0.003947434009753089,Community 8
work,0.0100670433928463,Community 9
project,0.036017394729741095,Community 9
principle,0.07378496209671903,Community 4
online,0.005034383211570402,Community 9
course,0.059595833313179136,Community 9
5,0.006217563365147343,Community 8
maintain,0.01770915009239483,Community 2
belief,0.0777165962311405,Community 2
state,0.07221946765882771,Community 2
select,0.0025471270441641126,Community 1
action,0.002849243069620366,Community 1
uncertainty,0.0038349972831118583,Community 1
critical,0.009368386945355484,Community 1
variable,0.007210245693889173,Community 1
system,0.06528870303854509,Community 1
likely,0.019329398259333774,Community 1
downtime[5,0.004085197398439975,Community 7
`,0.05258821544472429,Community 7
import,0.0642063473810448,Community 7
numpy,0.0378458553534138,Community 2
np,0.01535821240651249,Community 2
define,0.02340864770767135,Community 2
space,0.02663701794422534,Community 2
=,0.037464506642831116,Community 2
np.array([0,0.013968847672948082,Community 2
1,0.07009991568618858,Community 3
transition,0.009417628799547264,Community 2
move,0.01398258497648172,Community 2
transition_model,0.009937911095328825,Community 2
np.array([[0.9,0.004225064567104988,Community 2
0.1,0.00398840699927738,Community 2
0.3,0.002974626720039602,Community 2
0.7,0.006656014753495782,Community 2
0,0.007144453509854169,Community 2
observation,0.04814004860473861,Community 2
observe,0.012560426003492331,Community 2
certain,0.008377397202705927,Community 2
