word,centrality,community
domain,0.07954454192812627,Community 10
analysis,0.12216598474241504,Community 1
active,0.2910955916759089,Community 1
integrate,0.09396810362738288,Community 1
inference,0.32287278471246655,Community 1
ecology,0.07583910826274169,Community 1
conservation,0.16886762708413394,Community 1
biology,0.025448865916214636,Community 1
corollary,0.03399931027112159,Community 2
free,0.11654205598609935,Community 2
energy,0.12146837767535058,Community 2
principle,0.09587096896342504,Community 1
offer,0.04000563154557818,Community 4
powerful,0.01438063090878007,Community 4
framework,0.08392217584941632,Community 4
understand,0.06193038940150227,Community 4
perception,0.018183200149417267,Community 9
learning,0.012091356237367413,Community 1
decision,0.04582508054079867,Community 8
making,0.020061537778089826,Community 10
biological,0.007846875080794829,Community 1
system,0.10141147574549103,Community 1
leverage,0.0010214182433494264,Community 10
exist,0.0010214182433494264,Community 10
knowledge,0.012180470263695984,Community 10
concept,0.03494625705069816,Community 1
specific,0.006154610107929598,Community 10
ecological,0.34706996725323336,Community 1
practical,0.005688177846938431,Community 9
implementation,0.017855478986387594,Community 9
expert,0.012502120244036538,Community 10
field,0.003856012417332138,Community 3
like,0.02503400362170741,Community 1
environmental,0.018334810728504097,Community 1
science,0.0014272168440457786,Community 17
strong,0.0020903681817776155,Community 18
foundation,0.02701626088214321,Community 18
1,0.15242848607758455,Community 2
ecosystem,0.17204171421262116,Community 4
flow,0.01878154153935214,Community 7
nutrient,0.0027722055823442703,Community 7
cycling,0.017046716172379687,Community 7
trophic,0.015159208158168729,Community 7
level,0.03862249188137572,Community 7
biodiversity,0.01427377744096684,Community 11
loss,0.003660711093528927,Community 11
climate,0.0032376350195126233,Community 4
change,0.011627070347922442,Community 12
invasive,0.03615349631173069,Community 2
specie,0.038415927952564,Community 4
impact,0.021152217993303937,Community 4
thinking,0.014496319005282953,Community 1
analyze,0.08593719081965895,Community 1
complex,0.14845951013763006,Community 4
interaction,0.06773313081818126,Community 4
2,0.20238178414071178,Community 1
modeling,0.07512151175931304,Community 1
model,0.287790926532809,Community 2
predict,0.1808105834165938,Community 2
behavior,0.013312120690028816,Community 4
response,0.013312120690028816,Community 4
3,0.10727169674807288,Community 3
statistical,0.04494694985867407,Community 1
apply,0.10857663206060766,Community 1
technique,0.08627615607341058,Community 1
datum,0.15574011790722583,Community 1
services,0.013312120690028816,Community 4
service,0.03583533129212122,Community 4
identify,0.029943658278856405,Community 4
function,0.013677295935953175,Community 11
efforts,0.05194574912419353,Community 1
protect,0.013312120690028816,Community 4
restore,0.013312120690028816,Community 4
respond,0.0291467720430837,Community 7
develop,0.10906584077416485,Community 1
policy,0.003678133523847374,Community 8
development,0.0002845902887976525,Community 8
inform,0.0014273582240547026,Community 8
technological,0.01565928360996801,Community 1
technology,0.011148406701305102,Community 1
remote,0.02847759871148998,Community 1
sensing,0.0053495783761954765,Community 1
machine,0.029513233468674387,Community 1
research,0.07416641252480827,Community 1
hand,2.3257222519572502e-14,Community 19
experience,2.3257222519572502e-14,Community 19
interdisciplinary,0.021892347162236626,Community 13
case,0.02382160990689832,Community 3
studies,0.0018432852773708718,Community 3
real,0.049363077215897104,Community 1
world,0.04067369027325434,Community 2
key,0.002423576737908461,Community 10
concepts,0.03132391922301694,Community 10
observations,0.00032341766694657945,Community 3
conduct,0.00032341766694657945,Community 3
study,0.01269637468448838,Community 3
observe,0.027836869056410408,Community 3
process,0.043280517584194475,Community 8
natural,0.0033691215770625953,Community 8
setting,0.0002623454376477833,Community 8
experimental,2.1501413675435903e-05,Community 8
design,1.5549578880480924e-05,Community 8
experiment,0.00016392753268077435,Community 8
test,0.002103127618334054,Community 8
hypothesis,0.02701724797541473,Community 8
phenomenon,0.035154835600626634,Community 3
method,0.07067389348907638,Community 1
tools,0.012461010011675783,Community 2
technologies,0.008613823538450647,Community 2
satellite,1.9784561372027045e-05,Community 4
imagery,0.00025571178517151146,Community 4
drone,0.0032851435782535483,Community 4
monitor,0.04220215722022852,Community 4
species,0.031277950030427965,Community 2
learn,0.034732636897365034,Community 1
algorithm,0.051595058626279604,Community 1
outcome,0.03847238452409967,Community 7
large,0.0017441867014537683,Community 5
dataset,0.022539861665841678,Community 5
systems,0.0327345565553673,Community 4
involve,0.055984631207704916,Community 1
dynamic,0.013397587562354827,Community 4
data,0.11122228501539,Community 1
drive,0.032845202128526305,Community 1
rely,0.006861494140999895,Community 10
heavily,0.009136432585723164,Community 10
approach,0.021020555614621034,Community 8
informed,0.005479301438474491,Community 8
uncertainty,0.1010610963966299,Community 3
management,0.009652676308306424,Community 3
deal,0.0018032003468981578,Community 3
manage,0.019446961170944452,Community 3
prediction,0.12333231052721089,Community 3
analogies,0.011794538155046703,Community 2
network,0.03570026579732217,Community 4
analogous,0.014249722250402871,Community 4
node,0.025798011172557703,Community 4
represent,0.010548346491597922,Community 4
edge,0.004377731365199041,Community 4
information,0.011244432471044964,Community 7
similar,0.010851865857659286,Community 7
different,0.023832947579620758,Community 7
theory,0.007586211120677013,Community 3
bayesian,0.06169466067429455,Community 7
potential,3.425586319166307e-05,Community 9
applications,0.00044275713040091853,Community 9
outcomes,0.04937773399286719,Community 1
scenario,0.00906169747002489,Community 4
instance,0.007270629888707338,Community 1
effective,0.04682879614576536,Community 1
optimize,0.10282828544744568,Community 1
strategy,0.06435138178253424,Community 1
intervention,0.017613796904105174,Community 2
target,0.021504599527951033,Community 1
plans[3,0.013065664315843006,Community 1
health,0.04722513942277312,Community 4
time,0.023682614723376745,Community 1
sensor,0.015031370217127771,Community 1
observation,0.01484019015621065,Community 1
help,0.04646152313800718,Community 8
early,0.004706243944876271,Community 4
warning,0.014911635425037153,Community 4
sign,0.015964390415440496,Community 4
degradation,0.014657895758584793,Community 4
timely,0.00011045118824955211,Community 8
mitigate,2.3257222519572502e-14,Community 20
effects[1,2.3257222519572502e-14,Community 20
opportunity,0.04465484971471706,Community 1
combine,0.04751069572152658,Community 1
improve,0.047040360730496035,Community 1
sense,0.02380597533206064,Community 1
generative,0.0816192766887853,Community 2
accurate,0.06902415547019988,Community 1
account,0.05035055581242201,Community 3
update,0.05087730340331122,Community 2
base,0.08771383659958754,Community 1
new,0.04491883640326965,Community 1
value,0.04065970843324503,Community 2
proposition,0.009300899970622912,Community 10
predictive,0.1133928758537589,Community 1
accuracy,0.0834108812319949,Community 1
enhance,0.0918577769631412,Community 1
support,0.011146813742084356,Community 1
effort,0.04636172202988228,Community 1
provide,0.013149184297989695,Community 3
actionable,0.003113978541232494,Community 3
insight,0.027095471929024693,Community 3
high,0.009603260165607185,Community 4
risk,0.0014622596793515165,Community 4
area,0.009295135767492732,Community 4
make,0.006894485783737268,Community 8
maker,0.003969620823535399,Community 8
quantify,0.011365671047085116,Community 8
probabilistic,0.01838085504954405,Community 3
understanding,0.03326645602757764,Community 14
application,0.04794512068773869,Community 1
programming,0.0018958362763981584,Community 2
language,0.024499530441894204,Community 2
python,0.00527944809131648,Community 5
r,0.003457498627029977,Community 5
implement,0.05382084312908994,Community 1
context,0.02685452339077478,Community 1
project,0.01518804923061396,Community 1
monitoring,0.01723570354854997,Community 1
assessment,0.006787205196892723,Community 1
student,0.006787205196892723,Community 1
comprehensive,0.0010174800152838507,Community 3
code,0.004170805043091939,Community 9
challenge,0.00032274286892347565,Community 9
bridge,4.725947392338558e-13,Community 16
gap,3.341749448649707e-13,Community 16
theoretical,0.0072721593175328276,Community 4
collaborative,0.005738445874889014,Community 1
deep,0.0028067729938177563,Community 14
internal,0.03940928173233798,Community 2
representation,0.0404035415597182,Community 2
generate,0.02189378643115509,Community 3
