word,centrality,community
domain,0.1135408385791165,Community 1
analysis,0.033662194885816336,Community 1
rsa,0.36228401970696006,Community 1
cryptography,0.14896115959066644,Community 1
active,0.2674538800436925,Community 1
inference,0.3204824380086919,Community 1
principle,0.11255014711633142,Community 1
concept,0.05639381001718154,Community 1
integrate,0.09491910678569651,Community 1
educational,0.0003837558729057222,Community 1
background,0.0054245682243007015,Community 1
core,0.028426267529816845,Community 1
knowledge,0.1343533512232578,Community 1
technical,2.3698626392195524e-19,Community 16
vocabulary,2.3698626392195524e-19,Community 16
require,0.03655162526690843,Community 1
potential,0.03846521742297963,Community 3
application,0.07750166331392132,Community 1
opportunity,0.028116825285614756,Community 1
integration,0.09375514618780342,Community 1
expert,0.008032518555531408,Community 1
degree,0.003478882437127658,Community 3
computer,0.0491751548695094,Community 3
science,0.003496380243101621,Community 3
mathematic,0.0002473467141037647,Community 3
expertise,0.010538193063717779,Community 1
1,0.16746249485748999,Community 4
fundamentals,0.010538193063717779,Community 1
understanding,0.13507402774519806,Community 1
cryptographic,0.10375013777724464,Community 1
symmetric,0.052717187400720955,Community 1
encryption,0.1859145538613876,Community 1
digital,0.014028330070652835,Community 5
signature,0.000992434557219031,Community 5
ssl,0.0360308488729903,Community 12
tls,0.041570305149892454,Community 12
2,0.14956527467152625,Community 1
mathematical,0.03974239709108073,Community 1
foundations,0.0028744710436854177,Community 13
property,0.00011285503961282011,Community 3
prime,0.0015952419321185209,Community 3
number,0.00011342266854372286,Community 3
modular,0.0006967135753941598,Community 7
arithmetic,0.0001936172774112624,Community 7
familiarity,0.002039684257601511,Community 7
key,0.1969669064623806,Community 5
generation,0.08931252189543437,Community 2
decryption,0.0613896469883437,Community 1
algorithm,0.08736931648148386,Community 1
like,0.0189858388865198,Community 7
security,0.16360764110698822,Community 1
confidentiality,2.3698626392195524e-19,Community 17
integrity,2.3698626392195524e-19,Community 17
good,0.009755653706343813,Community 3
practice,0.003546179651750661,Community 3
include,0.027594063620981834,Community 8
secure,0.15650354738668693,Community 1
management,0.02500675410725344,Community 5
regular,0.01499578631779105,Community 5
size,0.022269119911747227,Community 5
padding,0.026606930164975867,Community 7
scheme,0.005877716313151916,Community 7
oaep,0.009446189673564033,Community 7
channel,0.02336421636440691,Community 3
attack,0.02377501159546457,Community 3
code,0.034222269036271034,Community 1
prevent,0.006149000460778266,Community 3
common,0.0028286964318368357,Community 3
vulnerability,0.033836329134490396,Community 3
public,0.015277749622940703,Community 5
infrastructure,0.014527067343954734,Community 5
pki,0.008370804577634346,Community 5
system,0.10379482849185862,Community 1
manage,0.009279038155383222,Community 5
