word,centrality,community
computation,0.049221988359101736,Community 8
domain,0.12726515839652472,Community 4
analysis,0.00862297586593074,Community 4
integrate,0.1033840897677338,Community 1
quantum,0.5143273354302671,Community 1
computing,0.1064691533798116,Community 1
active,0.265608373434115,Community 1
inference,0.3097668748071354,Community 1
integration,0.09130819336499092,Community 1
offer,0.02165053118902639,Community 4
rich,0.009757310446837532,Community 4
complex,0.1223546371717625,Community 4
combine,0.06577260293048012,Community 4
principle,0.12098380693557316,Community 1
mechanic,0.06629281206971553,Community 8
predictive,0.011530793479481386,Community 5
processing,0.028595798987540593,Community 5
framework,0.02071615881777764,Community 5
section,0.0014815170254704989,Community 13
provide,0.021865740469781528,Community 13
fundamental,0.043409022729539955,Community 1
application,0.09697964350205031,Community 1
explore,0.03651374347544123,Community 14
enhance,0.10147049819976374,Community 1
understanding,0.06939787174240981,Community 1
system,0.13213591727692833,Community 4
new,0.005267920553572706,Community 13
insight,0.004863589893378075,Community 13
problem,0.06651367628579277,Community 4
solve,0.07070800550504391,Community 4
strategy,0.017927443901187185,Community 4
principles,0.005326828870470727,Community 1
theories,0.03521166451432057,Community 1
mechanics,0.03485070398120334,Community 1
theory,0.03521090033778572,Community 11
explain,0.002918879552725141,Community 11
behavior,0.007869812579544614,Community 11
energy,0.03664040460008412,Community 3
matter,0.0024971685912493656,Community 10
atomic,0.00021263998551577045,Community 10
subatomic,1.4409688934457507e-05,Community 10
level,0.0006268291630774999,Community 10
key,0.047992794292219254,Community 1
superposition,0.035422172635666084,Community 7
entanglement,0.002641895452600979,Community 7
ability,0.005791535896141452,Community 7
qubit,0.05005660693157701,Community 7
exist,0.06391845840104941,Community 7
multiple,0.012738746486788226,Community 7
state,0.04241131965193776,Community 7
simultaneously,0.003736721455715639,Community 7
phenomenon,0.003570607377052536,Community 7
correlate,0.003407299822601615,Community 7
regardless,0.00023194643493288476,Community 7
distance,1.5714644724098028e-05,Community 7
decoherence,0.0023721244486034666,Community 16
loss,0.03501144811810641,Community 16
coherence,0.04668611395643595,Community 1
environmental,0.003177779418242467,Community 17
interaction,0.00021533195355754572,Community 17
understand,0.07658820153148709,Community 11
crucial,0.0352278668549922,Community 5
basic,0.045514603920409576,Community 1
unit,0.03793452877946466,Community 1
information,0.03485070398120334,Community 1
corollary,0.044542451589821445,Community 3
free,0.045353376837600816,Community 3
suggest,0.014507775288392118,Community 3
organism,0.02955902007851943,Community 3
act,0.026931303514880933,Community 3
confirm,0.007972486835263195,Community 3
prediction,0.027887840997273004,Community 5
minimize,0.03328338562289878,Community 3
surprise[1,0.002255163594820463,Community 3
brain,0.03055963425603832,Community 5
constantly,0.006829615632058676,Community 5
generate,0.013751124595680389,Community 5
sensory,0.005535283208905206,Community 5
input,0.0046827751890011335,Community 5
update,0.035369559888443064,Community 5
base,0.014453120909089737,Community 5
error,0.1397005149944675,Community 1
variational,0.015512034660052892,Community 2
measure,0.008033368334829863,Community 3
difference,0.0070053752515221845,Community 3
internal,0.029154344006471235,Community 3
model,0.07148809223641034,Community 3
world,0.018041612075316852,Community 3
actual,0.008939818704821616,Community 3
serve,0.004209049274675438,Community 3
proxy,0.0016681698186013884,Community 3
surprise,0.002368190982561616,Community 3
expertise,0.03485070398120334,Community 1
1,0.10257125900275002,Community 2
algorithms,0.06294484105228518,Community 1
like,0.05979339106976737,Community 1
shor,0.016003349585850802,Community 1
algorithm,0.1641867156056888,Community 1
grover,0.012209139814098586,Community 1
specific,0.017920620903921377,Community 4
exponentially,0.005201299663404127,Community 4
fast,0.010251889615756073,Community 4
classical,0.07959219197547976,Community 4
algorithms[4,0.04024352186349888,Community 4
annealing,0.03485070398120334,Community 1
optimization,0.07868028159650456,Community 1
2,0.13927805918583397,Community 1
gate,0.05768340671268564,Community 2
circuit,0.1287615340152251,Community 2
method,0.07208779904374332,Community 1
protect,0.03973510042774035,Community 1
3,0.016036456122778465,Community 1
qiskit,0.056090177546700364,Community 2
q,0.003973684237683035,Community 6
q|si,0.00027049784361513936,Community 6
>,1.8500599677877016e-05,Community 6
silq,1.2651810456220463e-06,Community 6
qml,1.7148541517243545e-07,Community 6
liqui|,1.2651810456220463e-06,Community 6
maintain,0.03179708894473363,Community 5
extremely,4.618095115051309e-16,Community 18
low,4.618095115051309e-16,Community 18
coding,0.02084919694780395,Community 5
errors[1,0.001889665069584903,Community 5
temporal,1.1058433712692554e-05,Community 5
aspect,0.00016323672475315404,Community 5
play,0.002397845245745932,Community 5
role,0.0031681164548026676,Community 5
generative,0.004993269631642989,Community 3
models,0.0022060932063789605,Community 3
