word,centrality,community
domain,0.08631467756037141,Community 5
analysis,0.006443045451832647,Community 5
integrate,0.10106262108904196,Community 1
active,0.2998955545595581,Community 1
inference,0.3031466268280438,Community 1
traditional,0.2979665569236352,Community 1
knowledge,0.2043742532861406,Community 1
introduction,0.03749874951938774,Community 1
expert,0.02868584964450045,Community 5
system,0.09272025650847071,Community 6
indigenous,0.013011140253536111,Community 9
study,0.03892641030276195,Community 5
environmental,0.029745606203185747,Community 9
science,0.0022205168703463385,Community 9
cultural,0.1658711696444965,Community 1
anthropology,0.013694851320333809,Community 6
deep,0.014842974616641625,Community 6
understanding,0.10051900416298669,Community 1
practice,0.3328494988106047,Community 3
stewardship,0.0022205168703463385,Community 9
holistic,0.03601257158834906,Community 6
health,0.06047885469102018,Community 6
explore,0.02238617483576793,Community 1
principle,0.059669332634482174,Community 1
enhance,0.14059613218128336,Community 3
preservation,0.04338212954499607,Community 1
adaptation,0.04571201282535885,Community 1
application,0.09506721614635529,Community 1
valuable,0.03535576414672542,Community 1
theoretical,1.3965058063557073e-14,Community 16
foundation,1.3965058063557073e-14,Community 16
practical,0.01571510477092797,Community 5
educational,1.3965058063557073e-14,Community 17
background,1.3965058063557073e-14,Community 17
ecology,0.004733230857158359,Community 6
medicine,0.04971194178486166,Community 6
focus,0.029731783573565203,Community 1
ecological,0.057236520266133344,Community 8
local,0.016032413944682657,Community 1
community,0.16042664182339098,Community 1
2,0.17533064610813662,Community 3
sustainable,0.16836761220831822,Community 3
agricultural,0.039654273746355356,Community 3
forest,0.029984355746923468,Community 3
management,0.029163320640257246,Community 3
conservation,0.002376009132726774,Community 9
method,0.0020829246388338394,Community 9
3,0.22109863191708481,Community 3
remedy,0.024986287168554517,Community 3
4,0.02435736662693467,Community 1
ritual,0.012381976261305444,Community 1
identity,0.037229022487543145,Community 3
oral,0.07151201842649772,Community 1
traditions,0.05109640984069195,Community 1
1,0.1127962977501533,Community 5
history,0.018426727073857167,Community 3
technique,0.007298703698675738,Community 4
collect,0.006622709070519983,Community 4
preserve,0.08142163053985131,Community 1
base,0.021808925916285967,Community 2
research,0.03623483818847323,Community 1
collaboration,0.026947923250412543,Community 1
tool,0.04340454856653252,Community 3
like,0.04626410899509463,Community 3
livelihoods,0.019219698851105197,Community 3
approach,0.08909577861650385,Community 1
sla,0.006699038486223506,Community 9
millennium,0.000645915759835325,Community 9
ecosystem,0.0019537696350701676,Community 9
assessment,0.025526401069218548,Community 9
mea,0.005063744167028527,Community 9
framework,0.042306788461610116,Community 6
concepts,0.03818582605338259,Community 5
tek,0.015255945326719943,Community 1
environment,0.04161852208685331,Community 8
systems,0.015255945326719943,Community 1
resilience,0.012693868368355083,Community 2
challenges,0.008420213448915283,Community 5
heritage,0.06829642581982776,Community 1
ensure,0.13782440594486317,Community 1
continuation,0.010288197033859013,Community 1
integration,0.025184834280368017,Community 3
modern,0.04924435129895738,Community 3
engagement,0.04894752847574649,Community 1
trends,0.008420213448915283,Community 5
climate,0.016354703433795168,Community 9
globalization,0.0012208961512912694,Community 9
change,0.05880339309160406,Community 9
intellectual,0.01771432927616168,Community 9
property,0.003163054009673589,Community 9
rights,0.0012073516968595132,Community 9
right,0.023450155889527313,Community 9
revitalization,0.012451358125154993,Community 1
effort,0.0009294686842442915,Community 1
document,0.13144746651135675,Community 1
approaches,0.008420213448915283,Community 5
learning,0.06398859862993869,Community 11
member,0.022388332973632102,Community 1
combine,0.0009595470144762758,Community 6
insight,0.012854524620173956,Community 6
understand,0.03937396054025331,Community 6
key,0.00929346936453088,Community 5
physical,2.5441829262767723e-05,Community 6
mental,0.00034081744675481184,Community 6
spiritual,0.0045401449404379275,Community 6
resource,0.0278344844631977,Community 3
agroforestry,0.028544771873253078,Community 3
rotational,0.003269075189194231,Community 3
farming,0.01524696468592305,Community 3
soil,0.012827848438534638,Community 3
fertility,0.012827848438534638,Community 3
biodiversity,0.018420077375667247,Community 3
theory,0.004178058396650658,Community 2
maintain,0.027697252512065437,Community 1
time,0.03816632183413911,Community 3
relationship,0.0033209834057810715,Community 8
plant,0.005027335728069044,Community 8
tools,0.008420213448915283,Community 5
digital,0.010945893612405807,Community 7
documentation,0.03409299373042077,Community 7
tradition,0.04588567550456799,Community 1
platforms,0.023173026054520676,Community 1
researcher,0.014391119097728186,Community 1
agriculture,0.058345978861385026,Community 3
use,0.06186872764296371,Community 1
case,0.020407811734689613,Community 5
herbal,0.001865232098543257,Community 3
respect,0.06218301927366547,Community 1
ownership,0.0641135497945167,Community 1
development,0.02142832381296897,Community 13
involve,0.06213091723383424,Community 2
opportunity,0.008420213448915283,Community 5
adapt,0.051479512428595525,Community 9
