word,centrality,community
domain,0.09179005115673373,Community 7
analysis,0.006760779589677599,Community 7
blockchain,0.41401406608698876,Community 1
active,0.2691249413683673,Community 2
inference,0.28687160726676847,Community 2
professional,0.03049444929829535,Community 1
computer,0.01363796395576834,Community 11
science,0.0010155650104171987,Community 11
information,7.480541743822217e-05,Community 11
ph.d.,0.0010045445694695622,Community 11
expertise,0.03049444929829535,Community 1
1,0.16344172582196384,Community 1
knowledge,0.051588447043535456,Community 1
platform,0.03932732888713533,Community 3
hyperledger,0.052742928194279594,Community 3
fabric,0.04186278911035305,Community 3
corda,0.006968150432043312,Community 3
others[1,0.018482163291983555,Community 3
example,0.25092759050209557,Community 3
ethereum,0.06888860033960541,Community 3
widely,0.03049444929829535,Community 1
smart,0.04348773483441434,Community 3
contract,0.07462606915137623,Community 2
decentralized,0.15090027038709705,Community 1
application,0.07125364511835512,Community 1
dapps)[1,0.005248200887387807,Community 1
2,0.05144516129836402,Community 3
consensus,0.1411214304557784,Community 3
mechanisms,0.03055146999814036,Community 3
like,0.11992302272126076,Community 3
proof,0.0007522750799269191,Community 4
work,0.010158098827348656,Community 4
pow,0.03638294278181436,Community 3
stake,5.54076682406275e-05,Community 4
mechanism,0.15143541663301754,Community 3
validate,0.016214489955095335,Community 4
transaction,0.12971153160090457,Community 4
contracts,0.003203143817705072,Community 3
design,0.00848568480639035,Community 9
implement,0.08469318220840255,Community 4
write,0.014127798541013993,Community 8
solidity,0.05134955485148342,Community 2
programming,2.656244976342643e-07,Community 15
language,3.6069107399523024e-06,Community 15
allow,0.0006513819663777017,Community 8
developer,0.008843731208827478,Community 8
create,0.009735101956851447,Community 8
self,0.0011280812353292235,Community 8
execute,0.005580061722747416,Community 8
term,0.01710980446032007,Community 8
agreement,0.023488767548776178,Community 8
directly,0.002770699604630621,Community 8
line,0.0010462752625120186,Community 8
code[1,7.706424594043069e-05,Community 8
cryptographic,0.005480039896238183,Community 1
technique,0.009691356072026891,Community 3
hash,0.0016141742481752426,Community 2
function,0.021904540370107743,Community 2
secure,0.06106902029993766,Community 1
control,0.03183232460630319,Community 3
scalability,0.09205643020126382,Community 4
solutions,0.012574803136927494,Community 4
layer-2,0.013637772154792449,Community 3
solution,0.05906059076651413,Community 3
lightning,0.04682867355578514,Community 3
network,0.1831340823957133,Community 1
sharding,0.02273283783465642,Community 4
state,0.04904173408013474,Community 1
enhance,0.07867086048045677,Community 4
second,0.013596432556750908,Community 3
layer,0.0014563331068072778,Community 3
scale,0.0061755849467104605,Community 3
bitcoin,0.007597413016532615,Community 6
enable,0.04408978843743522,Community 6
fast,0.003972688819097293,Community 6
cheap,0.009846966976416875,Community 6
process,0.029538300226606383,Community 4
main,0.0021875839037505088,Community 4
blockchain[1,0.0001611331528233604,Community 4
development,0.0646530973110644,Community 3
ensure,0.1809429880260148,Community 3
deployment,0.03049444929829535,Community 1
operation,0.030823224105211853,Community 4
applications[1,0.03720829013879174,Community 1
testing,0.03463401743384006,Community 12
3,0.04434393557279233,Community 1
frameworks,0.0047621698980857,Community 3
framework,0.008832879588839984,Community 3
truffle,0.02913222726251598,Community 3
suite,0.02467192701949669,Community 3
development[1,0.018482163291983555,Community 3
provide,0.07550805542880316,Community 3
tool,0.016843884116726944,Community 3
building,0.003791567804704717,Community 12
deploy,0.04369258439793817,Community 3
manage,0.07871128820602653,Community 1
distribute,0.030739180745260743,Community 8
ledger,0.0033226863096656517,Community 8
technology,0.12373944962387294,Community 2
data,0.055585856728241026,Community 1
alter,0.0004914386458794452,Community 9
maintain,0.006671957703111106,Community 9
supply,0.020936834955648905,Community 6
chain,0.016544860809806723,Community 6
management,0.11704932493418545,Community 1
reduce,0.02948885726329565,Community 4
need,0.02989023169049825,Community 4
intermediaries[1,0.002201612830567749,Community 4
protocol,0.015577962578352358,Community 3
node,0.09042244234664491,Community 1
agree,0.06867243115067763,Community 1
validity,0.014781858255718561,Community 13
pos,0.03150050561873275,Community 3
prevent,0.041501766097438324,Community 9
fork,0.003548298424701112,Community 9
integrity[1,0.0004914386458794452,Community 9
build,0.03049444929829535,Community 1
advance,0.03049444929829535,Community 1
technology[1,0.03049444929829535,Community 1
involve,0.07648831674854606,Community 2
issue,0.006780313678622626,Community 4
improve,0.04991188385467958,Community 4
security,0.11958707852816289,Community 4
measure,0.01445511230917736,Community 4
scalable,0.006238151244482271,Community 4
ensuring,0.04253271279167732,Community 1
throughput,0.06818334583808836,Community 4
compromise,0.023512287268038178,Community 4
security[1,0.0017318470547804136,Community 4
protect,0.040367356152559916,Community 4
threat,0.013637143244458631,Community 21
vulnerabilities[1,0.0010044841088387635,Community 21
robust,0.01611105809874684,Community 4
code,0.02018895896629106,Community 12
review,0.004358997213184152,Community 12
penetration,0.004358997213184152,Community 12
challenge,0.04931302647029995,Community 1
balance,0.0035433443436683723,Community 4
high,0.018215643777965612,Community 4
decentralization[1,0.027290385573621935,Community 4
increase,0.00955436097478951,Community 4
volume,0.018362583256427895,Community 4
regulatory,0.039436183354145046,Community 3
compliance,0.004343624797133614,Community 3
navigate,0.0034573654789818334,Community 3
complex,0.003159378225810884,Community 3
environment,0.01623242204107406,Community 3
legal,0.016077845126688063,Community 3
compliance[4,0.032994110066713385,Community 3
law,2.805421377993898e-17,Community 23
regulation,2.805421377993898e-17,Community 23
technology[4,0.03049444929829535,Community 1
adoption,0.05876970426001854,Community 1
widespread,0.0043286341989491285,Community 1
