word,centrality,community
domain,0.0889694673666487,Community 2
analysis,0.02161365449021599,Community 2
integrate,0.06135923132634584,Community 4
active,0.32475043864610004,Community 6
inference,0.36955199171007086,Community 1
culinary,0.20574558787180539,Community 1
theoretical,0.03046351919620919,Community 8
framework,0.018640427910870446,Community 8
free,0.04396845319196194,Community 9
energy,0.015675963362426767,Community 9
principle,0.07469927442000537,Community 9
fep,0.005861575050046775,Community 9
offer,0.005819213986300038,Community 8
powerful,0.0019210637961283156,Community 14
decision,1.8914456050207677e-13,Community 23
making,1.8914456050207677e-13,Community 23
apply,0.0888720140339226,Community 1
practice,0.056331467852354516,Community 10
enhance,0.013719652073082672,Community 14
creativity,0.009989609218652256,Community 14
innovation,0.08879947048944785,Community 14
efficiency,0.024783197788277266,Community 14
leverage,0.009724246487587834,Community 2
specific,0.010162528657468322,Community 2
knowledge,0.023477316795450034,Community 2
methodology,0.00732977208881389,Community 2
expert,0.006981751144221519,Community 2
art,0.017819001817706407,Community 8
science,0.0188678590384896,Community 8
1,0.11020630801734724,Community 2
techniques,0.017967292891899606,Community 5
cooking,0.06208162699139096,Community 1
method,0.07310939971912926,Community 1
2,0.18619336630645225,Community 1
ingredient,0.17467269725700954,Community 1
different,0.07717014302900795,Community 1
property,0.01791595406008584,Community 5
interact,0.05364155781011032,Community 5
3,0.1387460071446427,Community 12
flavor,0.15257403354990712,Community 1
profile,0.1163607457117905,Community 1
umami,6.789598187384082e-05,Community 17
taste,0.0008652875375850979,Community 17
food,0.17265913983682973,Community 1
safety,0.09877317663967895,Community 1
cultural,1.8914456050207677e-13,Community 24
historical,1.8914456050207677e-13,Community 24
frameworks,0.008648889677950094,Community 2
mise,0.008730411444455853,Community 10
en,0.001038557403822088,Community 10
place,0.004501921295578557,Community 10
prepare,0.0055299807213893175,Community 10
organize,0.014140726594184997,Community 10
cook,0.03565148955197939,Community 1
recipe,0.20730983938032058,Community 1
development,0.07530272411869912,Community 11
create,0.0458715075353493,Community 1
pairing,0.01197245407578134,Community 1
technique,0.006479254869798201,Community 14
combine,0.051988960572472744,Community 1
base,0.1379347726626954,Community 1
share,0.025514481299533577,Community 7
compound,0.01197245407578134,Community 1
new,0.18189857275839058,Community 1
dish,0.026466812259607536,Community 5
fusion,0.008132399657204347,Community 5
tradition,0.016145359189178046,Community 1
maillard,2.25145983349106e-12,Community 19
reaction,3.1840450316403987e-12,Community 19
chemical,2.25145983349106e-12,Community 19
emulsification,0.014610699259214993,Community 1
conceptual,0.013706747963033004,Community 1
concepts,0.006981751144221519,Community 2
pattern,0.03740858792153231,Community 2
recognition,0.009917394598099009,Community 2
involve,0.02038991612361415,Community 2
recognize,0.004535798076562598,Community 2
cuisine,0.0701769645642006,Community 1
datum,0.1293023604285594,Community 2
prediction,0.1357350540340255,Community 1
make,0.03060079064306727,Community 2
predict,0.19568518666957466,Community 1
outcome,0.08397533815230959,Community 1
adaptation,0.010988855908930107,Community 12
flexibility,0.0012930603307426888,Community 12
require,0.00548918615412226,Community 12
adapt,0.06865812508051782,Community 1
information,0.03336808329819698,Community 1
model,0.23174639787901388,Community 1
need,0.00703513054449519,Community 4
feature,2.911703799538643e-05,Community 3
set,0.00037105484265825405,Community 3
contribute,1.8914456050207677e-13,Community 25
overall,1.8914456050207677e-13,Community 25
source,0.035630971798587326,Community 6
potential,0.033479701835727786,Community 8
applications,0.03985341898536495,Community 2
optimization,0.07940220668701466,Community 1
optimize,0.1064475483529378,Community 1
availability,0.04563360452967888,Community 1
chef,0.05975845686951446,Community 8
likely,0.017597776292804908,Community 1
success,0.028576506914237323,Community 1
combination,0.052149151616583955,Community 1
risk,0.09250837761214466,Community 1
help,0.11874580927983826,Community 1
reduce,0.05912626045119355,Community 1
contamination,0.01909989055230623,Community 12
hazard,0.0026434503633134075,Community 8
identify,0.01457607520571513,Community 8
generate,0.11125017826664549,Community 1
idea,0.045881604155788354,Community 1
explore,0.004689816917399012,Community 8
personalize,0.034507309326649464,Community 1
individual,0.010891662777268272,Community 17
preference,6.789598187384082e-05,Community 17
develop,0.041036223577424896,Community 11
automate,0.006517431251569888,Community 11
system,0.04201559661500537,Community 4
algorithm,0.1103276720745633,Community 1
streamline,0.02943462041213724,Community 11
process,0.005530064272533339,Community 11
interaction,0.035314038087365156,Community 1
value,1.8914456050207677e-13,Community 26
proposition,1.8914456050207677e-13,Community 26
optimal,0.03315411409908623,Community 1
allow,0.004689816917399012,Community 8
complex,0.013712759523712856,Community 5
balanced,0.006752650385621464,Community 5
profiles,0.013226440099004373,Community 1
analyze,0.015980829166788085,Community 1
predictive,0.05434527405657559,Community 1
early,0.00020746845607744297,Community 8
approach,0.0009641427777472037,Community 2
ensure,0.009405242785090102,Community 2
kitchen,0.10208984826371975,Community 4
operate,0.008011000573710046,Community 4
understand,0.023216522069274603,Community 5
provide,0.010550332291934507,Community 18
solid,0.0013836544583008539,Community 18
foundation,0.007082370817693454,Community 18
familiarity,0.018044163661737448,Community 2
similar,0.01344336597259224,Community 4
mathematical,0.029362279807197886,Community 20
background,0.0023040237566960974,Community 20
professional,0.016145359189178046,Community 1
data,0.03574182687487237,Community 2
drive,0.0028805957320503237,Community 2
basic,0.04079247476335316,Community 5
programming,0.010367980357112703,Community 5
skills,0.0026356677569580825,Community 5
concept,0.07207580280321813,Community 5
essential,0.008045348418978528,Community 5
work,0.030452673548305477,Community 7
tool,0.018659221454250148,Community 14
crucial,0.011919837151242452,Community 14
context,0.04745414977629497,Community 11
practical,0.06789096202085393,Community 2
application,0.0770385410432871,Community 6
opportunity,0.02932953979728432,Community 2
workshops,0.02172393084770685,Community 11
conduct,0.0036639091028470515,Community 11
workshop,0.024965388274690883,Community 11
participant,0.01228748233130382,Community 11
real,0.034685665300012804,Community 4
time,0.010732740298312572,Community 4
foster,0.0025017835473758695,Community 6
deep,0.031882217126679734,Community 6
understanding,0.07538207763806767,Community 6
training,0.05912678490870962,Community 2
session,0.03232421719165672,Community 7
assessment,0.0234622066050002,Community 11
approaches,0.003387037053079442,Community 11
project,0.019698933458277383,Community 7
world,0.027091904775817067,Community 4
scenario,0.010136891725270035,Community 4
case,0.024429946472594912,Community 12
study,0.04354706740475392,Community 12
successful,0.0022891372338398205,Community 2
implementation,0.029169116461340114,Community 2
good,0.010329666670337644,Community 10
support,0.01478204616745756,Community 4
mentorship,0.0062095054508456695,Community 8
programs,0.009691002227721868,Community 8
program,0.00775473374253595,Community 8
experience,0.006848470894683783,Community 8
guide,0.013539560764855196,Community 8
bridge,1.8914456050207677e-13,Community 27
gap,1.8914456050207677e-13,Community 27
online,0.02599212973001438,Community 2
