word,centrality,community
domain,0.07705401770698801,Community 2
analysis,0.17970473228565118,Community 6
william,0.04830915454196466,Community 2
blake,0.4010953951095138,Community 3
romantic,0.04991930399713564,Community 1
literature,0.08236978508888283,Community 1
introduction,0.02002221965089362,Community 2
poetry,0.058373339120220885,Community 3
art,0.11538676826615944,Community 1
visual,0.046282975300855594,Community 2
philosophical,0.030054358768038192,Community 10
mystical,0.003551057824051545,Community 10
undercurrent,0.00027134622666502437,Community 10
expertise,0.026864910704885284,Community 2
require,0.025505419330422472,Community 6
understand,0.15204211103298224,Community 1
analyze,0.1754527941574383,Community 3
work,0.17200048390931066,Community 1
integrate,0.1275088568014073,Community 1
active,0.1796609584927908,Community 2
principle,0.03731924764393822,Community 2
inference,0.2789042647286817,Community 2
educational,0.04408190338696402,Community 13
expert,0.009579190159706945,Community 2
help,0.011617887480362979,Community 1
cultural,0.03149832718827535,Community 1
broad,0.023489250830756543,Community 1
context,0.06051950601281401,Community 1
knowledge,0.0952499175657954,Community 2
literary,0.1792782020972123,Community 2
1,0.09035272609700422,Community 2
deep,0.02374420064474441,Community 6
understanding,0.12254403362548566,Community 2
prose,0.03510957945628174,Community 3
include,0.07352965749159504,Community 3
illuminated,0.12768677085174948,Community 3
book,0.10409186149162077,Community 3
symbolism,0.03901556945207359,Community 9
symbolic,0.1256566692223955,Community 1
element,0.06311400677316724,Community 1
tree,0.01143774391606634,Community 8
life,0.03293339065802072,Community 8
frown,0.002581071285971182,Community 8
face,0.0008440061391701411,Community 8
urizen[3,0.008463846209916423,Community 8
2,0.1099176616090265,Community 1
historical,0.10390445158150073,Community 1
era,0.02567571583382903,Community 1
political,2.8164922211011085e-05,Community 13
climate,8.012889448412515e-05,Community 13
comprehensive,0.045529311477188625,Community 11
relief,1.887883729857531e-14,Community 17
etch,1.887883729857531e-14,Community 17
familiarity,0.03951046091248539,Community 3
unique,0.03647955283796624,Community 3
artistic,0.08123184889081327,Community 3
technique,0.19537633088439874,Community 3
books,0.04040666950762434,Community 3
innovative,0.08307526667803848,Community 1
combine,0.050164438789853126,Community 1
text,0.17883320763616734,Community 9
image,0.11683147569686166,Community 3
manuscript,0.040734549582650596,Community 3
present,0.06792325489794243,Community 3
section,0.008089666157001804,Community 9
richly,0.020784834564976252,Community 9
elusive,0.017155510465990325,Community 9
surround,0.016800679769015607,Community 9
allegorical,0.02387668559052902,Community 9
spirituality,0.011117741312832267,Community 4
vision,0.004457352226823647,Community 4
recognize,0.04721405068219267,Community 4
spiritual,0.03177591307970587,Community 4
belief,0.014746751307023366,Community 4
influence,0.007334282083675341,Community 4
output,0.019317953337809075,Community 2
view,0.006167998613739853,Community 3
imagination,0.006235674185884236,Community 3
reason,0.0009479368752317423,Community 3
contraries,0.0010237039105891444,Community 7
emphasize,0.00012201947969811857,Community 7
coexistence,0.00020783645160232152,Community 7
oppose,0.0003652741371934813,Community 7
force,0.002232477586317819,Community 7
human,0.002217721895372067,Community 7
experience,0.02642484450223089,Community 7
see,0.06821360825718725,Community 7
concept,0.054198977372782474,Community 10
contrary,0.03600373755338819,Community 10
central,0.0158748826883923,Community 10
undercurrents[1][5,0.00027134622666502437,Community 10
close,0.018805670577300395,Community 8
reading,0.04545807974854544,Community 6
detail,0.01720505491970573,Community 6
uncover,0.05338276469575212,Community 9
theme,0.07966156113571493,Community 9
device,0.03410795901189126,Community 1
involve,0.21232747226274165,Community 1
meticulous,0.01632210091300894,Community 12
examination,0.001279387248961271,Community 12
language,0.00042136204492456385,Community 12
structure,0.0042345134380540085,Community 12
imagery,0.012007666555812379,Community 12
poem,0.04298420571556135,Community 12
books[1][3,0.018156914444959933,Community 1
contextualization,0.07991022537098863,Community 2
placing,0.0367551876900581,Community 2
reflect,0.045003836541171044,Community 4
critique,0.003725283310564386,Community 4
societal,0.0037457603509190493,Community 4
norm,0.00028840617773387455,Community 13
time[2][5,0.001020501699631543,Community 13
3,0.013275322273152866,Community 13
style,0.03384730009370778,Community 3
underpinning,0.002310011061512347,Community 10
critical,0.005003420228925897,Community 2
theory,0.0003823034237124169,Community 2
apply,0.06509849346123636,Community 2
interpret,0.1342360609902337,Community 2
provide,0.05927083457601281,Community 1
nuance,0.02007995537418563,Community 14
challenge,0.0034390300052341656,Community 4
philosophy,0.03586450255709548,Community 1
4,0.009757566164667681,Community 3
page,0.008303237815128628,Community 3
exist,0.059832343659038986,Community 2
dialectical,0.013932769384746366,Community 2
relationship,0.0056696604045690996,Community 2
