word,centrality,community
domain,0.05567843620285534,Community 1
analysis,0.032990348333106344,Community 5
exercise,0.34634306588778857,Community 1
science,0.13163279821175417,Community 1
integrate,0.10877437758400263,Community 1
active,0.19428826368432112,Community 1
inference,0.23946926041634398,Community 1
expert,0.029833392342741512,Community 1
field,0.034980410087374555,Community 1
kinesiology,0.025701392667105645,Community 1
physiology,0.025701392667105645,Community 1
related,0.001130068815481948,Community 6
health,0.015227815625593943,Community 6
sports,0.0012088691995913506,Community 1
medicine,0.016290140555425728,Community 1
1,0.0907366233662557,Community 5
understand,0.04130827390400992,Community 6
body,0.00871077098884962,Community 3
respond,0.010520628857107278,Community 3
different,0.06555687471729299,Community 3
type,0.0585372757708279,Community 3
include,0.025701392667105645,Community 1
2,0.19236411546926713,Community 3
3,0.04032231391255662,Community 2
nutrition,0.025701392667105645,Community 1
injury,0.06440487366613784,Community 3
prevention,0.004779361022976246,Community 3
prevent,0.0075866046900839165,Community 22
effective,0.023652382039679978,Community 14
program,0.1521862174979903,Community 3
fitness,0.12209295996506374,Community 1
tailor,0.04555812642455279,Community 3
individual,0.11037781992494677,Community 3
frameworks,0.0067337018222404805,Community 5
fitt,0.00971421145863483,Community 5
principle,0.0401614929612055,Community 4
frequency,0.009918346873573333,Community 2
intensity,0.09349483894196664,Community 2
time,0.1047059480094097,Community 2
periodization,0.014418681954216727,Community 17
systematic,0.001936055811424912,Community 17
planning,0.01167129607443605,Community 17
training,0.15534673002513189,Community 1
optimize,0.08152697199864399,Community 2
performance,0.15889930073122246,Community 2
progressive,0.003011718513810813,Community 2
overload,0.0002633583014057011,Community 2
gradually,0.0005373090663702591,Community 2
increase,0.006977704283405082,Community 2
workout,0.09188512161911486,Community 3
improve,0.0436288084363063,Community 3
energy,0.04172589570090518,Community 4
expenditure,0.003096714974586965,Community 4
enhance,0.037789019824590236,Community 6
mental,0.001130068815481948,Community 6
reduce,0.0355249346813995,Community 3
risk,0.06749316614130249,Community 2
personalized,0.09586605210719715,Community 1
programs,0.07024147674620239,Community 1
need,0.00823604612484831,Community 3
goal,0.0006111536956423268,Community 3
late,0.011651957699495393,Community 18
research,0.0008646414579941368,Community 18
context,0.0067337018222404805,Community 5
wearable,0.046615360503550224,Community 2
technology,0.006292658085008757,Community 2
device,0.042096752015506486,Community 2
monitor,0.021953291086695925,Community 2
develop,0.12244459786165332,Community 1
base,0.19592704408581435,Community 2
genetic,0.022153393223976282,Community 1
profile,0.005024564701636155,Community 1
4,0.0018282675336575211,Community 2
integration,0.0246349150673385,Community 2
practical,0.012551041897893422,Community 6
application,0.08199995119292654,Community 1
stay,0.011523642285992128,Community 2
update,0.1552913336441256,Community 2
share,1.0385659390459597e-05,Community 5
good,0.00013990122871203044,Community 5
practice,0.0018746159740399585,Community 5
utilize,0.0039262407414221556,Community 2
system,0.019530982274002795,Community 4
adapt,0.04828111527944135,Community 3
tools,0.009181854574359596,Community 5
heart,0.021559412379836128,Community 9
rate,0.01208886759431075,Community 9
physiological,0.13893455635555726,Community 3
metric,0.05356317724959783,Community 12
technique,0.00037773108603733857,Community 12
like,0.0050901996510039245,Community 12
concepts,0.021902911932390835,Community 1
bayesian,0.07574227718818208,Community 3
use,0.08353033656145095,Community 5
datum,0.1558596271911823,Community 2
infer,0.021875936098196852,Community 2
response,0.15083033399187334,Community 3
probabilistic,0.03882611227890012,Community 15
statement,0.003085782221248379,Community 15
unknown,0.0027557193944364945,Community 15
parameter,0.03404981562778937,Community 15
model,0.2806427774125755,Community 3
involve,0.11343949049577184,Community 3
e.g.,0.01585314833590516,Community 4
feedback,0.07904486053061253,Community 2
loops,0.011267411090666766,Community 2
loop,0.031019033820200395,Community 2
adjust,0.11376443549046059,Community 1
analogies,0.0067337018222404805,Community 5
adaptation,0.0067337018222404805,Community 5
study,0.05688264984587606,Community 1
belief,0.03321098718742092,Community 2
new,0.09633118968492,Community 1
information,0.023585643350577102,Community 3
concept,0.034973505462669426,Community 1
models,0.019037550654572206,Community 5
predict,0.1189164677928363,Community 3
dynamic,0.009867625426875963,Community 4
potential,0.0031975681320722937,Community 6
applications,0.005300716192692258,Community 6
personalize,0.06695060127211767,Community 1
effectiveness,0.002804179820650545,Community 6
intervention,0.009060374470900134,Community 1
provide,0.07557483645301699,Community 2
real,0.10838211728836342,Community 2
muscle,0.003059201850356665,Community 9
activity,0.028043382092164313,Community 2
algorithm,0.07033985794781634,Community 1
dynamically[1,0.016072557599559757,Community 3
prediction,0.07525022213377558,Community 2
apply,0.06347428753382518,Community 1
biomechanical,0.02610484529279436,Community 2
help,0.03783031953465413,Community 22
identify,0.0368815306601984,Community 2
high,0.044310139220376764,Community 4
movement,0.030709954949426996,Community 2
motion,0.01164692897432507,Community 9
sensor,0.00109131337959889,Community 9
predictive,0.04014405797883117,Community 2
forecast,0.020975852739479037,Community 19
likelihood,0.002016650448128336,Community 19
injury[1,0.006199506820785697,Community 19
plan,0.14754457375765678,Community 3
continuously,0.11088013242232778,Community 2
lead,0.011826418558605596,Community 14
efficient,0.002632704479781126,Community 14
machine,0.01134297545643689,Community 5
learn,0.0061363519104650115,Community 5
analyze,0.04295044129740143,Community 1
time[1,0.009870944944804602,Community 2
data,0.03335716998764459,Community 5
app,0.05281515035056271,Community 1
comprehensive,0.018954876050364788,Community 1
understanding,0.04390548172468945,Community 1
internal,0.05671257757952044,Community 4
precise,0.0008775941747012911,Community 14
adaptability,0.003028945511070331,Community 6
exist,9.238568411325838e-14,Community 23
knowledge,9.238568411325838e-14,Community 23
science[1,0.0434723049238606,Community 1
computational,0.0015540629386157432,Community 3
complexity,0.020941527093305032,Community 3
python,0.000403076794588245,Community 1
r,0.005431686266397042,Community 1
implement,0.0727919320483336,Community 1
algorithms[1,0.017770912256754968,Community 1
learning,0.0332768577516386,Community 5
foundational,0.009329129232337027,Community 1
case,0.02536955225013268,Community 5
studies,0.0018827129517041124,Community 5
world,0.07033384895365222,Community 4
opportunity,0.007913391730351348,Community 2
hand,0.0010908532411777541,Community 20
project,0.014700783736986786,Community 20
problem,0.005219318207471873,Community 4
student,0.012456061981308855,Community 6
researcher,0.002595786997134281,Community 1
ensure,0.04540908764393536,Community 6
theoretical,0.004088442927533534,Community 6
foundation,0.001234833970280278,Community 6
peer,9.238568411325838e-14,Community 24
review,9.238568411325838e-14,Community 24
implementation,0.0009314298919803588,Community 6
conferences,2.504225935346761e-07,Community 13
attend,3.37364831872833e-06,Community 13
workshop,4.5202885280081953e-05,Community 13
conference,0.0006057261214479095,Community 13
focus,0.008116982492222024,Community 13
educator,0.009768400599466287,Community 1
development,0.0008646414579941368,Community 18
free,0.04008961899410652,Community 4
fep,0.0029805096363943557,Community 4
minimize,0.004204717957189448,Community 4
variational,0.012308807515405928,Community 4
example,0.09924751433797142,Community 5
energy[3,0.003287424996624486,Community 4
brain,0.009311181607833981,Community 8
function,0.0006909775628764997,Community 8
processing,0.0007991043027724165,Community 8
constantly,0.0012763371887338972,Community 2
generate,0.007089263375749903,Community 2
exemplify,0.002975304015512739,Community 4
minimization[3,0.003096714974586965,Community 4
see,0.00031212098111175286,Community 4
attempt,0.00031212098111175286,Community 4
surprise,0.0003429244539438318,Community 4
plant,9.238568411325838e-14,Community 25
growth,9.238568411325838e-14,Community 25
mathematical,0.007283031444064167,Community 10
formalization,0.0005404868714666451,Community 10
kl,9.238568411325838e-14,Community 26
divergence,9.238568411325838e-14,Community 26
corollary,0.0207462162722677,Community 4
action,0.02988570559530951,Community 3
choose,0.00452779565396205,Community 3
gather,0.007541779125379115,Community 3
generative,0.1658007734199821,Community 3
uncertainty,0.02397773750644022,Community 7
biological,0.001449449211122925,Community 4
measure,0.04027985770978484,Community 4
difference,0.012442721893558807,Community 4
organism,0.028947435833630644,Community 4
actual,0.032532811983218626,Community 4
state,0.030706838913217058,Community 4
serve,0.005250121680303951,Community 4
proxy,0.0004150692059124416,Community 4
perceptual,0.017770912256754968,Community 1
act,0.017770912256754968,Community 1
coding,0.003790449306255666,Community 8
theory,0.001622437782996386,Community 8
neural,0.00018070700951776811,Community 8
sensory,0.01900790910864133,Community 2
input,0.018518190983839663,Community 2
error,0.046078078134202526,Community 2
perception,0.0010074773978017678,Community 5
hierarchical,0.0034192344667945073,Community 2
partially,8.808413612291897e-06,Community 7
observable,0.0001186887501259172,Community 7
markov,0.0015905161944881308,Community 7
decision,0.021314020853776684,Community 7
processes,0.0016217497959111439,Community 7
pomdps,0.0005395304979770601,Community 7
pomdp,0.005648400029873911,Community 7
framework,0.02148566709090666,Community 10
making,0.0033611006445599997,Community 7
agent,0.0018019920488352667,Community 7
directly,0.0003045124981497997,Community 7
observe,0.002301334262848077,Community 7
environment,0.027980127744802612,Community 4
artificial,1.3412061993560001e-05,Community 8
approach,0.00022243671972017295,Community 4
align,0.002997021320135734,Community 4
select,0.002217847857524583,Community 3
critical,0.0017793928636841605,Community 7
offer,0.00011898240247658408,Community 10
powerful,0.001603277551694605,Community 10
precision,0.003028945511070331,Community 6
ultimately,0.003237651656751378,Community 3
outcome,0.027679247083052607,Community 6
reading,0.014579399013390022,Community 11
exploration,0.0010879318753118147,Community 11
paths,8.073732823378765e-05,Community 11
karl,9.238568411325838e-14,Community 27
friston,9.238568411325838e-14,Community 27
unified,0.017891321021615773,Community 8
construct,0.0002378187400091524,Community 1
conduct,0.0032048341817175786,Community 1
reference,0.0067337018222404805,Community 5
introduction,0.01582457511528831,Community 1
specific,0.004131999675635874,Community 1
relevant,0.025701392667105645,Community 1
perceive,0.008971375031723273,Community 3
strategy,0.026571374743543402,Community 2
remain,0.0085735884937346,Community 14
advanced,9.238568411325838e-14,Community 28
topic,9.238568411325838e-14,Community 28
create,0.04304952752465,Community 3
customize,0.04178810783974722,Community 3
mitigation,0.016622339599806288,Community 2
optimal,0.02605001949048063,Community 6
represent,0.03733860753038152,Community 3
representation,0.006110560023898142,Community 4
physical,0.025630150191383243,Community 4
capability,0.0019125323281211082,Community 4
limitation,0.00014193144320158246,Community 4
cardiovascular,0.045708233477284886,Community 3
duration,0.021212855087271,Community 2
run,0.056229656434131865,Community 3
evidence,0.034231623917065544,Community 3
accuracy,0.014844159762376258,Community 3
oxygen,0.003662551490822885,Community 9
consumption,0.015707782246784447,Community 9
mean,0.03619960159661346,Community 1
incorporate,0.009834720671403781,Community 1
level,0.02147674078442266,Community 2
