word,centrality,community
domain,0.17201386948668268,Community 2
analysis,0.05325615691387936,Community 2
integrate,0.10164551143961827,Community 3
active,0.32208784127991763,Community 2
inference,0.326487872904721,Community 2
chemistry,0.25436139913486805,Community 2
expert,0.013119520945803037,Community 2
science,0.022456726636339748,Community 9
expertise,0.032519969862831344,Community 2
professional,0.019589015996443252,Community 8
deep,0.005338301953185385,Community 5
understanding,0.06998962407985211,Community 5
chemical,0.1494818158775121,Community 3
reaction,0.12242361629990407,Community 3
mechanism,0.028738072183734815,Community 3
molecular,0.019686130245193396,Community 3
structure,0.05598936631656803,Community 3
thermodynamic,0.00016246088379059346,Community 1
govern,0.0021293449813978493,Community 1
energy,0.02775092389584545,Community 1
change,0.011454569092947385,Community 3
analytical,0.062051073237274476,Community 4
techniques,0.005580696227393943,Community 2
spectroscopy,0.011116998130642847,Community 2
nmr,3.4648434866239923e-12,Community 12
ir,3.700080046529579e-12,Community 12
mass,4.437716800523199e-12,Community 12
spectrometry,2.0778082431541824e-12,Community 12
synthetic,6.708639783618923e-14,Community 17
methods,4.743724683535712e-14,Community 17
organic,0.059852585636725575,Community 3
synthesis,0.06359750474663774,Community 3
green,0.0194004489170283,Community 2
principle,0.08181491266459445,Community 1
experimental,0.04542987347017373,Community 8
design,0.012064007503113067,Community 8
experiment,0.11274139772371947,Community 3
understand,0.044850458132844356,Community 3
phenomenon,0.011401746570850538,Community 3
2,0.18254922166243304,Community 2
computational,0.0341578751057626,Community 6
tool,0.0031216329752575033,Community 6
like,0.006770323004301482,Community 6
predict,0.156655255033892,Community 3
property,0.045454249225716045,Community 3
3,0.13282272643915,Community 2
laboratory,0.10539017728970221,Community 2
equipment,0.0080383016734473,Community 2
concepts,0.038243557369613046,Community 2
challenge,0.000881020580363651,Community 5
include,0.011551524404064723,Community 5
develop,0.004910028407211955,Community 4
new,0.011812676067250175,Community 4
method,4.743724683535712e-14,Community 17
technique,0.029298659848810665,Community 4
environmental,0.005033916513160265,Community 9
practical,0.10223919290966015,Community 2
application,0.13686639718289692,Community 2
theoretical,0.013966559749222887,Community 5
foundation,0.0010652167009590232,Community 5
key,0.002916823605372441,Community 2
theory,0.023832284714076026,Community 2
4,0.00933762326670651,Community 3
tools,0.009424032996954207,Community 5
1,0.12356103093664061,Community 5
spectrophotometer,2.7350026336156718e-15,Community 21
chromatograph,2.7350026336156718e-15,Community 21
gaussian,0.025023065929298812,Community 6
instruments,0.004732822216932056,Community 4
spectrometer,3.700080046529579e-12,Community 12
use,0.14271081343211187,Community 2
case,0.022981132506854757,Community 9
drug,0.001275520707530845,Community 4
material,0.0009010158052482534,Community 4
study,0.03503735422161555,Community 9
mitigate,0.0030562777193114486,Community 9
pollutant,0.0003839407954490203,Community 9
setting,0.0080383016734473,Community 2
data,0.07024233972126652,Community 4
datum,0.1421695912733847,Community 3
opportunity,0.016681005410742442,Community 5
complex,0.03616745591699833,Community 3
system,0.06194436742715876,Community 1
sustainable,0.01177625147313313,Community 4
process,0.030323856702740022,Community 4
product,0.002312886443457377,Community 4
ai,0.054769784750704036,Community 1
predictive,0.1912062301411908,Community 2
analytic,0.0751383180378694,Community 3
real,0.07936089381654768,Community 1
world,0.1026886762906151,Community 1
problem,0.007832695051433768,Community 1
applications,0.05057901037837516,Community 2
biotechnology,0.004232102863665733,Community 4
optimize,0.09699247275371506,Community 2
pattern,0.08589494879623444,Community 3
recognition,0.01967091672717029,Community 3
involve,0.10611512397238157,Community 3
recognize,0.02604651044830137,Community 3
models,0.050292708943804575,Community 2
model,0.32386313234587255,Community 1
probabilistic,0.10247152723163076,Community 2
integration,0.013450785130421358,Community 4
sensor,0.05480965549657577,Community 2
analogies,0.009424032996954207,Community 5
information,0.004080787001565758,Community 4
exchange,0.00031129224509701757,Community 4
mathematical,0.03695237410324419,Community 5
probability,0.01204982368842648,Community 2
update,0.02342453278805729,Community 3
belief,0.01731653610209017,Community 3
base,0.03681824022540501,Community 3
potential,0.003857597961383142,Community 2
analytics,0.07885877223877762,Community 2
optimization,0.019545896296866323,Community 3
drive,0.007481895354560885,Community 4
decision,0.02785334025703418,Community 4
making,0.03138264771938297,Community 4
apply,0.09952847453842596,Community 2
automating,0.021611449208019738,Community 2
experiments,0.045137220478788126,Community 2
automate,0.08692185219170931,Community 2
outcome,0.04939071276270534,Community 3
historical,0.06839798215866508,Community 3
conditions,0.048892318619926135,Community 2
condition,0.020639279628825273,Community 8
analyze,0.03988932984202186,Community 8
large,0.01129595748524322,Community 8
dataset,0.04214302215541333,Community 8
result,0.00667934371547578,Community 8
value,2.7350026336156718e-15,Community 22
proposition,2.7350026336156718e-15,Community 22
provide,0.03158510320770775,Community 6
systematic,0.00633820971190804,Community 3
approach,0.006663144198897737,Community 3
multiple,0.020268489433956385,Community 3
source,0.021928568679176124,Community 3
lead,0.002491783897422627,Community 4
accurate,0.0020655263843709724,Community 4
prediction,0.014705157224863654,Community 1
well,0.005797551573664989,Community 4
aspect,0.023918524643615935,Community 4
exist,0.0020830279989402095,Community 14
knowledge,0.0273109942885586,Community 14
leverage,0.0021043135815925562,Community 14
statistic,0.027090568232398707,Community 2
machine,0.02480427874986625,Community 2
learning,0.1119523201588423,Community 2
complexity,0.0026052379200683803,Community 6
basic,0.003461955472311379,Community 13
concept,0.007624718858046141,Community 2
programming,0.019493563278168896,Community 4
skills,0.01578453432846443,Community 4
language,0.028217077920055202,Community 6
python,0.03186934949806067,Community 7
necessary,0.03179602664058917,Community 4
