word,centrality,community
domain,0.10401522746464048,Community 1
analysis,0.08301249680342708,Community 1
active,0.30500229639437904,Community 1
inference,0.31594883978800165,Community 1
expert,0.026857072954162137,Community 1
python,0.29761676313979524,Community 1
programming,0.10002641600459691,Community 8
datum,0.17990235588423342,Community 1
science,0.05013393462073359,Community 1
scientific,3.7063174591253472e-06,Community 4
computing,5.541825587114837e-05,Community 4
1,0.06531366143382084,Community 1
fundamentals,0.011056231281719583,Community 8
understanding,0.18621786845343877,Community 1
high,0.039667180718968915,Community 8
level,0.009341186993473456,Community 8
concept,0.09954756874717614,Community 1
variable,0.017406079890399703,Community 3
type,0.012439784480012633,Community 8
control,0.006125285791796975,Community 8
structure,0.054062645250942724,Community 8
function,0.006674317516780268,Community 8
object,0.03940913344244738,Community 8
orient,0.03065985682883817,Community 8
proficiency,0.0066886968375000095,Community 8
write,0.0006362100853634148,Community 5
readable,0.004756796192997371,Community 5
maintainable,0.004756796192997371,Community 5
code,0.06573976748403065,Community 5
leverage,0.09054447948027426,Community 1
2,0.10029976786290018,Community 1
syntax,0.03803437314984251,Community 6
semantics,0.002543307202962834,Community 6
include,0.08240636133867804,Community 6
readability,0.014012114737845536,Community 6
use,0.12713609539702672,Community 6
indentation,0.008501662140947868,Community 6
dynamic,0.07666551531132898,Community 1
typing,0.04031167417854763,Community 5
impact,0.0046004029402705515,Community 5
development,0.028486100724832333,Community 10
process[1,0.0059332029369357575,Community 10
3,0.060240456067522756,Community 2
web,0.010989780375744192,Community 10
popular,0.0007927826637533936,Community 10
framework,0.05492758434217289,Community 4
like,0.07653603085006899,Community 4
django,0.005241244210990622,Community 10
flask,0.00037597026934705745,Community 10
pyramid,0.000380889528798725,Community 10
build,0.010409689421411692,Community 8
application,0.06785909865307191,Community 1
familiarity,0.02694765163660088,Community 1
library,0.14370221595740548,Community 1
numpy,0.04262104842585804,Community 4
panda,0.019644882621476942,Community 4
scikit,0.01978523318576112,Community 4
learn,0.10991465285157449,Community 4
tensorflow,0.047153876576027286,Community 4
pytorch,0.027778821121706817,Community 4
machine,0.20245212969164308,Community 1
data,0.03555519919631904,Community 1
learning,0.15974120993027496,Community 1
real,0.10117073860346643,Community 1
world,0.02878015539834431,Community 6
scipy,0.008040715717869941,Community 4
task,0.0536611196724447,Community 1
knowledge,0.12872090231569663,Community 1
integrate,0.14688411503474472,Community 1
automate,0.0035882526263862997,Community 1
script,0.023522531891632035,Community 2
system,0.054147252022851484,Community 2
administration,0.0036371226832838006,Community 2
devops,0.00024321674350046753,Community 2
tool,0.028372127326521186,Community 1
git,0.021415074258415254,Community 8
version,0.0018415889304364008,Community 8
testing,0.0036729854303530446,Community 4
unittest,0.005141041841843676,Community 4
agile,8.631751482471825e-06,Community 10
methodology,0.00012910015029577913,Community 10
rapid,8.670497833482266e-06,Community 10
prototyping,5.796464139316367e-07,Community 10
principle,0.039892694996036294,Community 2
inference[1,0.04285009474114355,Community 1
systems,0.0018415889304364008,Community 8
widely,0.001431998195543264,Community 8
workflow,0.044825221616453796,Community 2
support,0.0030109784203117013,Community 2
collaborative,0.0002022445600070783,Community 2
development[1,1.35235052618092e-05,Community 2
pytest,0.00034379519569763755,Community 4
process,0.0031980291729460323,Community 5
ensure,0.004609983314894202,Community 5
frameworks,0.0010853510881545449,Community 10
cherrypy,7.84825854942386e-05,Community 10
choice,0.000787863404301726,Community 10
strength,0.012754819047989006,Community 4
weakness,0.0045258641872884175,Community 4
case,0.008540021952549479,Community 6
good,0.0005736417087628129,Community 6
practices[2][5,3.835981160161201e-05,Community 6
allow,0.01464913919180276,Community 5
flexible,0.023089761622567432,Community 5
adaptation,0.0722759231463702,Community 1
