word,centrality,community
domain,0.08493126059676653,Community 1
analysis,0.006646060418313085,Community 1
game,0.4132298789834505,Community 3
design,0.15840309441690714,Community 1
designer,0.045312142677769986,Community 3
video,0.03233588813177228,Community 3
development,0.2030540813871723,Community 4
user,0.041916180638480176,Community 2
experience,0.15148193507937613,Community 2
ux,0.027529991446822836,Community 2
artificial,0.007903739726150235,Community 1
intelligence,0.007241893625937435,Community 1
ai,0.0846404812526233,Community 1
integration,0.08017118458885902,Community 1
1,0.1644822691016804,Community 4
mechanics,0.056000816190996824,Community 6
understand,0.05670484993676719,Community 6
balance,0.05290866311794297,Community 3
2,0.21577176358310485,Community 2
narrative,0.10066360740538668,Community 2
story,0.02449203539865186,Community 2
integrate,0.15947186748812245,Community 1
gameplay,0.058403060470318596,Community 2
mechanic,0.13085426622839508,Community 2
3,0.1322293494029585,Community 2
ensure,0.077599083824026,Community 3
intuitive,0.04468237328326834,Community 3
enjoyable,0.025092114200286973,Community 3
player,0.22088082109226698,Community 2
skills,0.001484200783888295,Community 2
proficiency,0.0018786062263727236,Community 2
programming,0.01708723012437222,Community 2
language,0.005433864697408831,Community 2
like,0.045073222034829115,Community 2
c++,0.004543778739725008,Community 2
java,0.00414937329724058,Community 2
python,0.003404944928849281,Community 2
engine,0.06862283813936106,Community 3
unreal,0.0428925807125949,Community 3
unity,0.021205812524351844,Community 3
frameworks,0.012871504884080563,Community 4
agile,0.06109688243423249,Community 4
iterative,0.01860410446363773,Community 4
incremental,0.017345297834834968,Community 4
methodology,0.018834269423077917,Community 4
manage,0.037631784423202363,Community 4
project,0.09016280074995169,Community 4
timeline,0.010000409780812654,Community 4
continuous,0.009898033369926073,Community 7
improvement,0.017659886776031104,Community 7
prototyping,0.02966224842765043,Community 2
create,0.09510986960635351,Community 2
prototype,0.017030005631930828,Community 3
test,0.04728759185220466,Community 3
refine,0.07522743706152785,Community 3
testing,0.014119967172955397,Community 3
conduct,0.004807889282412475,Community 3
playteste,0.01958399105364236,Community 3
gather,0.026253381318584408,Community 3
feedback,0.09021217124070426,Community 3
engines,0.03233588813177228,Community 3
software,0.001929179456687463,Community 9
framework,0.024652913568021073,Community 9
provide,0.042464124121037526,Community 5
tool,0.06843373724269902,Community 5
ray,2.639578170915671e-14,Community 21
tracing,2.639578170915671e-14,Community 21
realistic,0.04943325029061145,Community 3
lighting,0.0064383332344773525,Community 3
reflection,0.032839677642069666,Community 3
generation,0.10250060181524362,Community 2
procedural,0.014644649493029127,Community 1
