word,centrality,community
domain,0.07840734002949694,Community 4
analysis,0.031372045635984135,Community 2
integrate,0.13201329795384592,Community 2
active,0.35521371232098076,Community 2
inference,0.37191850005218896,Community 1
logistics,0.11490215779143453,Community 1
introduction,0.05384210036884321,Community 4
free,0.07597803770345717,Community 3
energy,0.07756472017493292,Community 3
principle,0.11835411541532526,Community 3
fep,0.013826575063273476,Community 3
framework,0.01650693466164205,Community 14
perception,0.019000086218087464,Community 4
learning,0.0307806373233173,Community 4
action,0.026313585160721478,Community 8
particularly,0.0019125002361578412,Community 4
relevant,0.027250974772533153,Community 4
logistic,0.2693428668196765,Community 1
predictive,0.11268855210599166,Community 10
analytic,0.03321482938209495,Community 10
real,0.15929591576105034,Community 2
time,0.12074104039572649,Community 2
monitoring,0.05652864116166789,Community 2
data,0.06367424039479189,Community 10
drive,0.024515947593646493,Community 1
decision,0.13333775767666492,Community 1
making,0.092639537565152,Community 1
specific,0.04005270994777383,Community 4
parallel,0.031448937121841034,Community 9
application,0.09193936677930874,Community 1
opportunity,0.011739198088537009,Community 4
integration,0.07193139943773708,Community 4
professional,0.07482457014139353,Community 2
supply,0.06761332088782425,Community 6
chain,0.04221388390929479,Community 6
management,0.0696627329263985,Community 6
transportation,0.0636289004814663,Community 5
expertise,0.004745153326525347,Community 6
understand,0.008356905887909117,Community 6
process,0.04941262487025208,Community 1
product,0.00575975742779015,Community 1
customer,0.0229062866905071,Community 1
mode,0.004465589597278462,Community 5
tool,0.0023312179414258327,Community 10
optimize,0.15043362792454826,Community 2
operation,0.04404378221971155,Community 6
predict,0.08158357086055984,Community 5
demand,0.14042652980101858,Community 2
technology,0.024508117702949795,Community 9
software,0.023740383714703866,Community 1
automation,0.06559067069382105,Community 1
system,0.06609214129486485,Community 3
emerge,0.001719999634977203,Community 9
like,0.019957082119162473,Community 9
ai,0.06223277972235759,Community 9
environmental,0.0026814971953886377,Community 1
impact,0.010188826079507985,Community 1
frameworks,0.0004504660322174771,Community 3
lean,0.006418771681732897,Community 3
principles,0.007578052961900937,Community 3
apply,0.08125462544795983,Community 2
methodology,0.002176772024023118,Community 3
minimize,0.024595409821045792,Community 3
waste,0.012554140633322719,Community 7
maximize,0.003847960926248052,Community 7
efficiency,0.04227454075752303,Community 7
sigma,0.02000562811571119,Community 7
technique,0.08979978805623373,Community 2
improve,0.14249359056291727,Community 1
quality,0.016435890796588266,Community 1
reduce,0.028017452639890552,Community 1
defect,0.0019664116791759086,Community 1
erp,0.05416181570015734,Community 4
systems,0.02810956523612799,Community 4
implement,0.007162792736115864,Community 6
enterprise,0.0030523378691933046,Community 6
resource,0.03632999305077166,Community 6
planning,0.006408930966064043,Community 6
integrated,0.009384081687716601,Community 6
forecasting,0.10557087087755666,Community 2
statistical,0.015841959459875057,Community 1
model,0.22571683296944542,Community 1
inventory,0.10416929679909784,Community 5
level,0.05186376549825891,Community 5
turnover,0.008177733934585445,Community 5
ratio,0.012350476810086166,Community 5
cost,0.0366073014021277,Community 5
unit,0.007321508042528589,Community 5
evaluate,0.034567731618543485,Community 2
