word,centrality,community
domain,0.0037392233371264572,Community 1
analysis,0.044595256430834264,Community 1
integrate,0.1186578533389992,Community 1
neuroscience,0.1713533397153976,Community 1
active,0.30659607243392856,Community 1
inference,0.4422772694766156,Community 1
1,0.15542923266694555,Community 1
professional,0.015361361998970901,Community 4
area,0.015914012914824114,Community 2
research,0.06634974315626932,Community 6
clinical,0.019931053080628154,Community 6
nervous,0.005292656145358431,Community 4
system,0.06311735158661298,Community 4
include,0.005292656145358431,Community 4
brain,0.11205322111790345,Community 2
function,0.07405113020751025,Community 13
2,0.15615522417735694,Community 1
neuron,0.018933751705412748,Community 3
neural,0.20686194723828527,Community 3
circuit,0.10165986808143712,Community 3
synaptic,0.05832366663898317,Community 3
transmission,0.004890458794545825,Community 3
oscillation,0.017346076544885593,Community 3
4,0.0039537085628737,Community 1
behavioral,0.0471528580663309,Community 1
cognitive,0.01484803203214903,Community 7
motor,0.014440096568248123,Community 7
control,0.0012107801587044756,Community 7
understand,0.15249226862182852,Community 5
neurological,0.08306549867322595,Community 12
psychiatric,0.010922843822429114,Community 12
disorder,0.04719592169278031,Community 12
diagnosis,0.003957448354733069,Community 12
experimental,2.1938103409925889e-16,Community 16
design,3.102516337506063e-16,Community 16
experiment,2.1938103409925889e-16,Community 16
behavior,0.029181400781075527,Community 4
statistical,0.01683279221037632,Community 1
analyze,0.10580046930457883,Community 3
datum,0.15467038936787117,Community 1
technique,0.12242904522351929,Community 1
like,0.014862030759942368,Community 11
mri,0.0012549528683638484,Community 11
fmri,0.00010521959614397541,Community 11
neuroimage,0.10711261134099646,Community 1
method,0.008981236495471329,Community 1
testing,0.0039537085628737,Community 1
test,0.01692275103137736,Community 1
assess,0.005477255382232297,Community 1
concepts,0.013712912919293994,Community 11
plasticity,0.07730987003225234,Community 1
time,0.0030158865705049135,Community 3
response,0.026570903891143572,Community 3
understanding,0.07145195456973501,Community 5
develop,0.026731729638637985,Community 2
treatment,0.02070918733370611,Community 2
effective,0.0017366791349996827,Community 2
3,0.08302588024999419,Community 12
manage,0.0029241456719380885,Community 3
large,0.0348711394849561,Community 3
dataset,0.011795643250493443,Community 3
interdisciplinary,0.020412852004509326,Community 10
collaboration,0.002824227857786114,Community 10
computer,0.015100933753039595,Community 15
science,0.001844650247759871,Community 15
engineering,0.006899203576260424,Community 15
medicine,0.0005784833411172401,Community 15
machine,0.13501712543392586,Community 1
learning,0.16704906524130378,Community 1
address,5.957370272948261e-18,Community 20
issue,5.957370272948261e-18,Community 20
approaches,0.013032815501151077,Community 1
hand,0.00414631564038982,Community 17
experience,0.00034765415056366513,Community 17
comprehensive,0.019686159201079616,Community 5
update,0.08487711178656791,Community 2
late,0.007168020186634345,Community 2
key,0.008111065629610737,Community 11
circuits,0.09317269421452185,Community 1
network,0.07264467497433592,Community 3
process,0.08072747567826086,Community 3
information,0.04354158097686977,Community 3
synapsis,0.018933751705412748,Community 3
oscillations,0.017346076544885593,Community 3
rhythmic,5.957370272948261e-18,Community 21
pattern,5.957370272948261e-18,Community 21
activity,0.03342165292226041,Community 3
study,0.026616901634210974,Community 3
fsl,0.01036355420153627,Community 11
spm,0.0016242433656512378,Community 11
afni,0.009007683883227148,Community 11
python,0.01501924373970398,Community 3
r,0.0029383134404317455,Community 3
matlab,0.020022738316642738,Community 3
commonly,0.014647962399655556,Community 3
modeling,0.0037392233371264572,Community 1
deep,0.03952256831387662,Community 1
increasingly,0.028374824536037187,Community 1
vs.,0.037085520148341725,Community 1
networks,0.054431596693227315,Community 3
involve,0.08109438841557776,Community 1
mechanisms,0.014007037755627802,Community 1
change,0.009392859027646768,Community 3
model,0.22377175318724846,Community 2
bayesian,0.037085520148341725,Community 1
base,0.09208287425344103,Community 2
new,0.0153867820898502,Community 1
systems,0.02898822956578003,Community 1
theory,0.07814777443086848,Community 9
apply,0.10362493308437576,Community 1
strength,0.005678167063678037,Community 3
diagnose,0.06677328200663743,Community 12
patterns[3,0.0028026492721971315,Community 3
combine,0.008981236495471329,Community 1
data,0.02672749758822559,Community 1
well,0.012786929220963413,Community 5
learn,0.06616054869340131,Community 1
framework,0.11985888328168491,Community 5
provide,0.09887509322005547,Community 5
help,0.018764918035866596,Community 2
accurate,0.004460670317744695,Community 12
diagnostic,0.011285174326462996,Community 4
tool,0.015174985839926228,Community 12
personalized,0.0017366791349996827,Community 2
individual,0.025064137938818128,Community 2
genetic,0.016293528860923116,Community 13
knowledge,0.01777863366182052,Community 1
mathematical,0.018671282237150675,Community 5
background,0.0015656652478682896,Community 5
complex,0.076743216007477,Community 4
basic,0.014574402339606368,Community 14
introduction,0.06444453552037346,Community 1
practical,0.031441092212197215,Community 1
application,0.07977499291917425,Community 1
case,0.006939581060497531,Community 3
studies,0.0005819642535761896,Community 3
real,0.06050932564308939,Community 2
world,0.055554909650355075,Community 2
conduct,0.00034765415056366513,Community 17
project,0.04875474607057694,Community 1
participant,0.01277687951889477,Community 1
theoretical,0.017717624041685073,Community 1
exams,0.014977689126518347,Community 1
exam,0.017637869549821453,Community 1
quiz,0.018699523892495126,Community 1
assignments,0.016242619889885592,Community 1
evaluate,0.006115616693333234,Community 1
skill,0.025252940336386358,Community 1
assignment,0.02024231061703941,Community 1
5,0.010561263921919117,Community 4
free,0.12595117017197918,Community 4
energy,0.1236070876283763,Community 4
principle,0.1114488653235255,Community 4
definition,0.01867032005937946,Community 4
fep,0.009543564880973552,Community 5
adaptive,0.042329995628789724,Community 4
propose,0.0035494386615577767,Community 4
minimize,0.03514492868043078,Community 4
variational,0.037878574546874835,Community 4
maintain,0.04813208297635358,Community 8
structural,0.0040645285844067595,Community 8
functional,0.0003408155522233345,Community 8
measure,0.028016231956877625,Community 2
difference,0.03958644546016128,Community 2
organism,0.04495644816346919,Community 2
internal,0.0642765370324221,Community 2
actual,0.04384492508397955,Community 2
state,0.01648713585702278,Community 2
serve,0.012375648727930719,Community 2
proxy,0.00584371875708333,Community 2
surprise,0.0017520210887234909,Community 11
sensory,0.028475308627590706,Community 2
input,0.019692504120676895,Community 2
corollary,0.047646784070260836,Community 4
suggest,0.014548963058658526,Community 6
act,0.04722761826743235,Community 2
confirm,0.009220293719806913,Community 2
prediction,0.06272258762344589,Community 2
perceptual,0.043885263375692395,Community 1
forage,0.0008575985574118112,Community 7
animal,0.0014420409630978438,Community 7
food,0.007126390774538817,Community 7
use,0.024155358758703015,Community 2
predict,0.07653473652892276,Community 2
likely,0.0009363734888851147,Community 7
find,0.0040387783964155495,Community 7
continuously,0.00711760683675618,Community 2
feedback,0.007721869979183831,Community 2
formalization,0.002365906844541134,Community 5
quantity,0.001926228819536063,Community 11
entropy,0.0001883174224016149,Community 11
kl,0.0004937551874127036,Community 4
divergence,0.0033216997908891844,Community 4
mathematically,0.022389101491167535,Community 4
express,0.012944559414180773,Community 4
sum,0.004501446960241307,Community 4
accuracy,0.0038730075567032342,Community 4
expect,0.014475295510550337,Community 4
log,0.0017089945609658473,Community 4
likelihood,0.001447544476960265,Community 4
complexity,0.0005846424698043134,Community 4
posterior,0.0003459234564703746,Community 4
prior,0.00030973129230394157,Community 4
implication,0.0038098824182284724,Community 1
artificial,0.04543677713803025,Community 1
intelligence,0.02913796456868349,Community 1
error,0.008918566507550737,Community 9
hierarchical,0.007358950528867609,Community 9
manner,0.0008783705365492821,Community 9
similar,0.00311500397358774,Community 9
predictive,0.03627103686337751,Community 9
coding,0.08280544836925981,Community 9
improved,0.009462741839394712,Community 2
performance,0.0007935110893780258,Community 2
incorporate,0.025708282020143445,Community 1
demonstrate,0.01289461336017205,Community 4
robust,0.005996431788740799,Community 4
generative,0.0488676110990751,Community 2
models,0.006805748596835479,Community 2
representation,0.028814246217584077,Community 2
generate,0.0374711405561258,Community 2
guide,0.004810280386165814,Community 2
action,0.0014080831509978174,Community 8
biological,0.010926435465730166,Community 5
example,0.04976146790600453,Community 3
visual,0.06824282786040481,Community 9
cortex,0.006600927174858744,Community 9
structure,0.0031100043497570853,Community 9
see,0.023123937066973244,Community 2
perception,0.08091090355675679,Community 5
scene,0.012732094124422222,Community 9
simple,0.0068387958859143245,Community 9
feature,0.0005735506044603401,Community 9
maps,0.0013659245056310352,Community 7
map,0.00299068374315245,Community 7
environment,0.020817900064444245,Community 7
spatial,0.01890390296013043,Community 7
navigation,0.0016572221151117802,Community 7
improve,0.0012711455201416463,Community 4
refine,0.006799743227350678,Community 1
models[4,0.004098179801878593,Community 2
counterfactual,2.4618284785180224e-05,Community 3
reasoning,0.00029350886084899587,Community 3
mental,0.00347506919036842,Community 3
simulation,0.00029144364812430114,Community 3
decision,0.04310858814165107,Community 5
making,0.02407638284592028,Community 5
reduce,0.010339634885595033,Community 8
learner,0.015755348753793048,Community 4
align,0.018897825766957296,Community 2
task,0.0015847801096357148,Community 2
initial,0.006833482538953664,Community 5
confusion,0.0005777700013925472,Community 5
view,5.6086753180673806e-05,Community 5
optical,9.098802662497419e-05,Community 9
illusion,0.0010288854456222286,Community 9
represent,0.012178381637668274,Community 9
high,0.021809122602062667,Community 4
decrease,0.01976110699011184,Community 4
resolve,0.009396198959155208,Community 2
processing,0.030704885276103915,Community 2
constantly,0.012538523385365924,Community 2
drive,0.008436611505075008,Community 5
cortical,0.0031634175481367486,Community 4
low,0.004137239815070359,Community 3
propagate,0.0016515847663269095,Community 2
speech,0.01079840568981146,Community 2
comprehension,0.016720294899150483,Community 2
upcoming,0.025585389284214367,Community 2
word,0.024429058573799747,Community 2
context,0.010930437762181403,Community 2
unexpected,0.013829625264262279,Community 2
temporal,0.025916039507494642,Community 9
partially,2.5785086151192223e-05,Community 5
observable,0.00030746801640697385,Community 5
markov,0.003640711218369483,Community 5
processes,0.0037110105029567854,Community 5
pomdps,0.0011457921715669454,Community 5
pomdp,0.009952757176266612,Community 5
uncertainty,0.0029279905315493598,Community 8
agent,0.00025713856399801774,Community 8
